date,federationId,match_link
2025-11-20,20,https://stats.innebandy.se/sasong/43/serie/41550/match/1591545/laguppstallning
2025-11-20,22,https://stats.innebandy.se/sasong/43/serie/41141/match/1628162/laguppstallning
2025-11-20,4,https://stats.innebandy.se/sasong/43/serie/41622/match/1582517/laguppstallning
2025-11-20,4,https://stats.innebandy.se/sasong/43/serie/41630/match/1583895/laguppstallning
2025-11-20,6,https://stats.innebandy.se/sasong/43/serie/41957/match/1627641/laguppstallning
2025-11-20,6,https://stats.innebandy.se/sasong/43/serie/41959/match/1617926/laguppstallning
2025-11-20,6,https://stats.innebandy.se/sasong/43/serie/42045/match/1618193/laguppstallning
2025-11-20,7,https://stats.innebandy.se/sasong/43/serie/41419/match/1609047/laguppstallning
2025-11-20,7,https://stats.innebandy.se/sasong/43/serie/41672/match/1611120/laguppstallning
2025-11-20,7,https://stats.innebandy.se/sasong/43/serie/41670/match/1610865/laguppstallning
2025-11-20,7,https://stats.innebandy.se/sasong/43/serie/42295/match/1666839/laguppstallning
2025-11-20,8,https://stats.innebandy.se/sasong/43/serie/42184/match/1653517/laguppstallning
2025-11-20,1,https://stats.innebandy.se/sasong/43/serie/40701/match/1570570/laguppstallning
2025-11-20,1,https://stats.innebandy.se/sasong/43/serie/41550/match/1591546/laguppstallning
2025-11-20,1,https://stats.innebandy.se/sasong/43/serie/41550/match/1591545/laguppstallning
2025-11-20,10,https://stats.innebandy.se/sasong/43/serie/41982/match/1664180/laguppstallning
2025-11-20,10,https://stats.innebandy.se/sasong/43/serie/41226/match/1631049/laguppstallning
2025-11-20,10,https://stats.innebandy.se/sasong/43/serie/41550/match/1591546/laguppstallning
2025-11-20,11,https://stats.innebandy.se/sasong/43/serie/41019/match/1620968/laguppstallning
2025-11-20,14,https://stats.innebandy.se/sasong/43/serie/42676/match/1665177/laguppstallning
2025-11-20,14,https://stats.innebandy.se/sasong/43/serie/42676/match/1665178/laguppstallning
2025-11-20,14,https://stats.innebandy.se/sasong/43/serie/41605/match/1604363/laguppstallning
2025-11-20,14,https://stats.innebandy.se/sasong/43/serie/41608/match/1605807/laguppstallning
2025-11-20,14,https://stats.innebandy.se/sasong/43/serie/42295/match/1666839/laguppstallning
2025-11-20,15,https://stats.innebandy.se/sasong/43/serie/41165/match/1575511/laguppstallning
2025-11-20,15,https://stats.innebandy.se/sasong/43/serie/41261/match/1640603/laguppstallning
2025-11-20,15,https://stats.innebandy.se/sasong/43/serie/41264/match/1641071/laguppstallning
2025-11-20,21,https://stats.innebandy.se/sasong/43/serie/40701/match/1570570/laguppstallning
2025-11-20,21,https://stats.innebandy.se/sasong/43/serie/42363/match/1648337/laguppstallning
2025-11-20,16,https://stats.innebandy.se/sasong/43/serie/41869/match/1587654/laguppstallning
2025-11-20,16,https://stats.innebandy.se/sasong/43/serie/41528/match/1588428/laguppstallning
2025-11-21,18,https://stats.innebandy.se/sasong/43/serie/40693/match/1571829/laguppstallning
2025-11-21,18,https://stats.innebandy.se/sasong/43/serie/41230/match/1631167/laguppstallning
2025-11-21,18,https://stats.innebandy.se/sasong/43/serie/41329/match/1631207/laguppstallning
2025-11-21,18,https://stats.innebandy.se/sasong/43/serie/41462/match/1582117/laguppstallning
2025-11-21,18,https://stats.innebandy.se/sasong/43/serie/41226/match/1631060/laguppstallning
2025-11-21,18,https://stats.innebandy.se/sasong/43/serie/41454/match/1631116/laguppstallning
2025-11-21,18,https://stats.innebandy.se/sasong/43/serie/41454/match/1631119/laguppstallning
2025-11-21,18,https://stats.innebandy.se/sasong/43/serie/41445/match/1578589/laguppstallning
2025-11-21,18,https://stats.innebandy.se/sasong/43/serie/41445/match/1578588/laguppstallning
2025-11-21,18,https://stats.innebandy.se/sasong/43/serie/41451/match/1580089/laguppstallning
2025-11-21,18,https://stats.innebandy.se/sasong/43/serie/41550/match/1591549/laguppstallning
2025-11-21,20,https://stats.innebandy.se/sasong/43/serie/41230/match/1631167/laguppstallning
2025-11-21,20,https://stats.innebandy.se/sasong/43/serie/41329/match/1631207/laguppstallning
2025-11-21,20,https://stats.innebandy.se/sasong/43/serie/41454/match/1631116/laguppstallning
2025-11-21,20,https://stats.innebandy.se/sasong/43/serie/41445/match/1578589/laguppstallning
2025-11-21,20,https://stats.innebandy.se/sasong/43/serie/41445/match/1578588/laguppstallning
2025-11-21,20,https://stats.innebandy.se/sasong/43/serie/41550/match/1591519/laguppstallning
2025-11-21,20,https://stats.innebandy.se/sasong/43/serie/41540/match/1591453/laguppstallning
2025-11-21,20,https://stats.innebandy.se/sasong/43/serie/41993/match/1643823/laguppstallning
2025-11-21,22,https://stats.innebandy.se/sasong/43/serie/41555/match/1606483/laguppstallning
2025-11-21,22,https://stats.innebandy.se/sasong/43/serie/41142/match/1628059/laguppstallning
2025-11-21,22,https://stats.innebandy.se/sasong/43/serie/41140/match/1628516/laguppstallning
2025-11-21,22,https://stats.innebandy.se/sasong/43/serie/41140/match/1628517/laguppstallning
2025-11-21,22,https://stats.innebandy.se/sasong/43/serie/41137/match/1631013/laguppstallning
2025-11-21,22,https://stats.innebandy.se/sasong/43/serie/41092/match/1607320/laguppstallning
2025-11-21,22,https://stats.innebandy.se/sasong/43/serie/41087/match/1607439/laguppstallning
2025-11-21,22,https://stats.innebandy.se/sasong/43/serie/41117/match/1619364/laguppstallning
2025-11-21,22,https://stats.innebandy.se/sasong/43/serie/41112/match/1653056/laguppstallning
2025-11-21,22,https://stats.innebandy.se/sasong/43/serie/41112/match/1653057/laguppstallning
2025-11-21,4,https://stats.innebandy.se/sasong/43/serie/41623/match/1582651/laguppstallning
2025-11-21,4,https://stats.innebandy.se/sasong/43/serie/41622/match/1582519/laguppstallning
2025-11-21,4,https://stats.innebandy.se/sasong/43/serie/41624/match/1582903/laguppstallning
2025-11-21,4,https://stats.innebandy.se/sasong/43/serie/41878/match/1589472/laguppstallning
2025-11-21,4,https://stats.innebandy.se/sasong/43/serie/41879/match/1589503/laguppstallning
2025-11-21,4,https://stats.innebandy.se/sasong/43/serie/41718/match/1586831/laguppstallning
2025-11-21,6,https://stats.innebandy.se/sasong/43/serie/41969/match/1627969/laguppstallning
2025-11-21,6,https://stats.innebandy.se/sasong/43/serie/41967/match/1627031/laguppstallning
2025-11-21,6,https://stats.innebandy.se/sasong/43/serie/40702/match/1572392/laguppstallning
2025-11-21,6,https://stats.innebandy.se/sasong/43/serie/41953/match/1627147/laguppstallning
2025-11-21,6,https://stats.innebandy.se/sasong/43/serie/41954/match/1627269/laguppstallning
2025-11-21,6,https://stats.innebandy.se/sasong/43/serie/41954/match/1627271/laguppstallning
2025-11-21,6,https://stats.innebandy.se/sasong/43/serie/41954/match/1627273/laguppstallning
2025-11-21,6,https://stats.innebandy.se/sasong/43/serie/41955/match/1627405/laguppstallning
2025-11-21,6,https://stats.innebandy.se/sasong/43/serie/41956/match/1627567/laguppstallning
2025-11-21,6,https://stats.innebandy.se/sasong/43/serie/41956/match/1627568/laguppstallning
2025-11-21,6,https://stats.innebandy.se/sasong/43/serie/41548/match/1605605/laguppstallning
2025-11-21,6,https://stats.innebandy.se/sasong/43/serie/41548/match/1605607/laguppstallning
2025-11-21,6,https://stats.innebandy.se/sasong/43/serie/41548/match/1605608/laguppstallning
2025-11-21,6,https://stats.innebandy.se/sasong/43/serie/42063/match/1625467/laguppstallning
2025-11-21,6,https://stats.innebandy.se/sasong/43/serie/42063/match/1625466/laguppstallning
2025-11-21,6,https://stats.innebandy.se/sasong/43/serie/42046/match/1618531/laguppstallning
2025-11-21,6,https://stats.innebandy.se/sasong/43/serie/41949/match/1604758/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/40693/match/1571826/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/40706/match/1573224/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/40706/match/1573221/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41420/match/1585458/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41420/match/1585460/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41421/match/1585681/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41421/match/1585686/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/40702/match/1572390/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/40702/match/1572391/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/40702/match/1572389/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/40692/match/1572977/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/40692/match/1572973/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/40692/match/1572976/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/40692/match/1572978/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41351/match/1608512/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41351/match/1608515/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41412/match/1608422/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41412/match/1608423/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41414/match/1608780/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41415/match/1608689/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41415/match/1608690/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41413/match/1608599/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41413/match/1608600/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41418/match/1609137/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41417/match/1608867/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41535/match/1609231/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41679/match/1612422/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41679/match/1612425/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41675/match/1612235/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41675/match/1612236/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41677/match/1612136/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41693/match/1613779/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41658/match/1609854/laguppstallning
2025-11-21,7,https://stats.innebandy.se/sasong/43/serie/41665/match/1611576/laguppstallning
