Domare,Date,Matcher
Sandra Lindskog,2024-01-13,2
Sebastian Ågren,2024-01-13,2
Sebastian Kiejs Huhmarniemi,2024-01-13,2
Selma Hadziselimovic,2024-01-13,2
Senad Olevic,2024-01-13,2
Thomas Johansson,2024-01-13,2
Tommy Runhammar,2024-01-13,2
Aldin Hadziselmovic,2024-01-13,1
Alexander Pavlovic,2024-01-13,1
Anders A Nilsson,2024-01-13,1
Benjamin Olsen,2024-01-13,1
Charlie Norin,2024-01-13,1
Christian Svärdström,2024-01-13,1
Daniel Hultberg,2024-01-13,1
Edo Sabanovic,2024-01-13,1
Emelie Blomqvist,2024-01-13,1
Emil Lejon,2024-01-13,1
Emmy Birgersson,2024-01-13,1
Felix Enger,2024-01-13,1
Goran Kuduzovic,2024-01-13,1
Halina Karnili,2024-01-13,1
Henrik Carlsson,2024-01-13,1
Henrik Nordström,2024-01-13,1
Ida Finn,2024-01-13,1
Idris Hasan Mohamed,2024-01-13,1
Joakim Jögi,2024-01-13,1
Joakim Karlsson,2024-01-13,1
Joel Mellby,2024-01-13,1
Johan Ferm,2024-01-13,1
Johannes Lunde,2024-01-13,1
Josefine Hedelind,2024-01-13,1
Kai Fridolf,2024-01-13,1
Karl Dahlsjö,2024-01-13,1
Kasper Mourujärvi,2024-01-13,1
Linn Söderblom,2024-01-13,1
Liza Berglund,2024-01-13,1
Måns Löfgren,2024-01-13,1
Martin Andersson,2024-01-13,1
Mathias Damgaard,2024-01-13,1
Mats Sällberg,2024-01-13,1
Mustafa Er,2024-01-13,1
Mustafa Kalajdzisalihovic,2024-01-13,1
Nova Davidson Ringius,2024-01-13,1
Peter Jaeger,2024-01-13,1
Petter Enlund,2024-01-13,1
Pontus Ekengränd,2024-01-13,1
Richard Claesson,2024-01-13,1
Robin Boqvist,2024-01-13,1
Samuel Lindholm,2024-01-13,1
Sofia Andersson,2024-01-13,1
Susanne Andersson,2024-01-13,1
Tobias Anderberg,2024-01-13,1
Vincent Gårlin,2024-01-13,1
Wessam Abdellrazek,2024-01-13,1
Adnan Tongur,2024-01-14,4
Gustav Persson,2024-01-14,4
Jakob Bengtsson,2024-01-14,4
Måns Bartilson,2024-01-14,4
Meron Garza,2024-01-14,4
Tommy Runhammar,2024-01-14,4
Alexander Miriandis,2024-01-14,3
Almir Mehmedagic,2024-01-14,3
Alvin Andersson,2024-01-14,3
Bailasan Mohammed,2024-01-14,3
Charlie Eriksson,2024-01-14,3
Christian Svärdström,2024-01-14,3
Jasmin Dzanic,2024-01-14,3
Lina Lind,2024-01-14,3
Ludwig Dahlin,2024-01-14,3
Marcus Orrhult,2024-01-14,3
Noah Mellby,2024-01-14,3
Noel Embretsén,2024-01-14,3
Sander Brenden,2024-01-14,3
Sebastian Cedgard,2024-01-14,3
Wilhelm Hellsten,2024-01-14,3
Adem Can,2024-01-14,2
Albin Durvik,2024-01-14,2
Anna-Klara Gidlöf,2024-01-14,2
Atakan Yapisan,2024-01-14,2
August Unander,2024-01-14,2
Benjamin Karlsson,2024-01-14,2
Christer Carlberg,2024-01-14,2
Clara Selstam,2024-01-14,2
Cornelia Kindblad,2024-01-14,2
Edvin Persson,2024-01-14,2
Elin Alfredsson,2024-01-14,2
Elsa Berg,2024-01-14,2
Emir Rajabi,2024-01-14,2
Felicia Lundgren Narváez,2024-01-14,2
Felix Bark Peterson,2024-01-14,2
Felix Broström,2024-01-14,2
Goran Kuduzovic,2024-01-14,2
Hajrudin Begic,2024-01-14,2
Halina Karnili,2024-01-14,2
Hanna Kenjar,2024-01-14,2
Henry Tames,2024-01-14,2
Hugo Forsberg,2024-01-14,2
Idris Hasan Mohamed,2024-01-14,2
Isac Johansson,2024-01-14,2
Jasper Petterson,2024-01-14,2
Jesper Björklund Greter,2024-01-14,2
Joel Rudanko,2024-01-14,2
Johannes Lunde,2024-01-14,2
Lazo Cesto,2024-01-14,2
Leo Rossby,2024-01-14,2
Linnea Olofsson,2024-01-14,2
Linus Engman,2024-01-14,2
Maja Hansson,2024-01-14,2
Malte Rydin,2024-01-14,2
Mats Sällberg,2024-01-14,2
Melker Norin,2024-01-14,2
Mohsen Gholami,2024-01-14,2
Mustafa Kalajdzisalihovic,2024-01-14,2
Nelson Lau,2024-01-14,2
Oliver Pettersson,2024-01-14,2
Olivia Tornberg,2024-01-14,2
Oskar Hammar,2024-01-14,2
Samuel Lindholm,2024-01-14,2
Sebastian Janarp,2024-01-14,2
Sebastian Kiejs Huhmarniemi,2024-01-14,2
Semir Aganspahic,2024-01-14,2
Senad Olevic,2024-01-14,2
Thomas Johansson,2024-01-14,2
Tove Hall,2024-01-14,2
Wessam Abdellrazek,2024-01-14,2
Yao-Zu Galby,2024-01-14,2
Zara Carlsson,2024-01-14,2
Albin Rosberg,2024-01-14,1
Alexander Pavlovic,2024-01-14,1
Alfred Andersson,2024-01-14,1
Alfred Löving,2024-01-14,1
Ali Alizada,2024-01-14,1
Arvid Biörnerud,2024-01-14,1
Astrid Björk,2024-01-14,1
Casper Ragnestål,2024-01-14,1
Claes Knutsson,2024-01-14,1
Elvis Moholi,2024-01-14,1
Emelie Blomqvist,2024-01-14,1
Emrik Appelgren,2024-01-14,1
Gustav Löfving,2024-01-14,1
Håkan Krafft,2024-01-14,1
Hampus Räffling,2024-01-14,1
Helin Beyza Altuntas,2024-01-14,1
Hugo Ekström,2024-01-14,1
Isak Bokesten,2024-01-14,1
Jakob Westerlund,2024-01-14,1
Joakim Jögi,2024-01-14,1
Joel Gabrielsson,2024-01-14,1
Joel Mellby,2024-01-14,1
Jonas Tidsjö,2024-01-14,1
Jonathan Pettersson,2024-01-14,1
Josefin Sannerholm,2024-01-14,1
Karl Dahlsjö,2024-01-14,1
Kevin Hägerstrand,2024-01-14,1
Lasse Englund,2024-01-14,1
Linn Söderblom,2024-01-14,1
Lisa Borefur,2024-01-14,1
Ludvig Majnesjö,2024-01-14,1
Magnus Fredriksson,2024-01-14,1
Marcus Larsson,2024-01-14,1
Martin Jonsson,2024-01-14,1
Mathias Damgaard,2024-01-14,1
Mathias Hannu,2024-01-14,1
Max Molin,2024-01-14,1
Melker Kron,2024-01-14,1
Mustafa Er,2024-01-14,1
Noah Fogelqvist,2024-01-14,1
Oscar Skogsberg,2024-01-14,1
Oskar Hägerstrand,2024-01-14,1
Petter Enlund,2024-01-14,1
Pierre Eberhard Berg,2024-01-14,1
Roger Zahnér,2024-01-14,1
Sam Lindberg Randåker,2024-01-14,1
Sebastian Ågren,2024-01-14,1
Selma Hadziselimovic,2024-01-14,1
Sofia Andersson,2024-01-14,1
Vincent Gårlin,2024-01-14,1
Wilma Björk,2024-01-14,1
Benjamin Olsen,2024-01-15,1
Elin Idéhn,2024-01-15,1
Aldin Hadziselmovic,2024-01-16,1
Alexander Pavlovic,2024-01-16,1
Emir Rajabi,2024-01-16,1
Emma Lindell,2024-01-16,1
Glenn Boström,2024-01-16,1
Håkan Söderman,2024-01-16,1
Linus Backlund,2024-01-16,1
Mats Sällberg,2024-01-16,1
Mohsen Gholami,2024-01-16,1
Robin Cederdahl,2024-01-16,1
Torbjörn Zahner,2024-01-16,1
Yao-Zu Galby,2024-01-16,1
Christer Carlberg,2024-01-17,1
Emir Rajabi,2024-01-17,1
Goran Kuduzovic,2024-01-17,1
Mats Sällberg,2024-01-17,1
Mustafa Er,2024-01-17,1
Semir Aganspahic,2024-01-17,1
Måns Bartilson,2024-01-18,1
Mathias Damgaard,2024-01-18,1
Pierre Eberhard Berg,2024-01-18,1
Stefan Olsson,2024-01-18,1
Thomas Johansson,2024-01-18,1
Tommy Runhammar,2024-01-18,1
Adam Jällfält,2024-01-19,1
Adam Kruse,2024-01-19,1
Adnan Tongur,2024-01-19,1
Aldin Hadziselmovic,2024-01-19,1
Alexander Pavlovic,2024-01-19,1
Alexander Rydqvist,2024-01-19,1
Ali Alizada,2024-01-19,1
Almir Mehmedagic,2024-01-19,1
Christian Jensen,2024-01-19,1
Christian Svärdström,2024-01-19,1
Daniel Dimitrovski,2024-01-19,1
Felix Bark Peterson,2024-01-19,1
Felix Broström,2024-01-19,1
Hajrudin Begic,2024-01-19,1
Helin Beyza Altuntas,2024-01-19,1
Jacob Johansson,2024-01-19,1
Jasmin Dzanic,2024-01-19,1
Jesper Wångblad,2024-01-19,1
Joakim Jögi,2024-01-19,1
Joakim Mattsson,2024-01-19,1
Måns Bartilson,2024-01-19,1
Marcus Larsson,2024-01-19,1
Marcus Orrhult,2024-01-19,1
Martin Jonsson,2024-01-19,1
Moa Ljungqvist,2024-01-19,1
Mohsen Gholami,2024-01-19,1
Mustafa Kalajdzisalihovic,2024-01-19,1
Nebojsa Stefanovski,2024-01-19,1
Oscar Skogsberg,2024-01-19,1
Per Sundvall,2024-01-19,1
Petter Enlund,2024-01-19,1
Pierre Eberhard Berg,2024-01-19,1
Roger Zahnér,2024-01-19,1
Sebastian Ågren,2024-01-19,1
Senad Olevic,2024-01-19,1
Thomas Johansson,2024-01-19,1
Tobias Anderberg,2024-01-19,1
Tommy Runhammar,2024-01-19,1
Torbjörn Zahner,2024-01-19,1
Wessam Abdellrazek,2024-01-19,1
Adnan Tongur,2024-01-20,4
Hajrudin Begic,2024-01-20,4
Isak Skarrie,2024-01-20,4
Alfons Wikander,2024-01-20,3
Ali Alizada,2024-01-20,3
Dante Lindskog,2024-01-20,3
Emanuel Sangrud,2024-01-20,3
Felix Bark Peterson,2024-01-20,3
Felix Broström,2024-01-20,3
Håkan Krafft,2024-01-20,3
Ian Blomqvist,2024-01-20,3
Jasmin Dzanic,2024-01-20,3
Jesper Björklund Greter,2024-01-20,3
Lisa Borefur,2024-01-20,3
Ludwig Ahlström,2024-01-20,3
Mohsen Gholami,2024-01-20,3
Pierre Eberhard Berg,2024-01-20,3
Robin Cederdahl,2024-01-20,3
Roger Zahnér,2024-01-20,3
Tommy Runhammar,2024-01-20,3
Torbjörn Zahner,2024-01-20,3
Adam Jällfält,2024-01-20,2
Adem Can,2024-01-20,2
Albin Rosberg,2024-01-20,2
Aldin Hadziselmovic,2024-01-20,2
Alexander Pavlovic,2024-01-20,2
Anton Sköld,2024-01-20,2
August Unander,2024-01-20,2
Charlie Norin,2024-01-20,2
Christer Carlberg,2024-01-20,2
Christian Jensen,2024-01-20,2
David Landers,2024-01-20,2
Felix Östberg,2024-01-20,2
Felix Törn,2024-01-20,2
Halina Karnili,2024-01-20,2
Joel Rudanko,2024-01-20,2
Johan Östberg,2024-01-20,2
Johan Elmeklo,2024-01-20,2
Kai Fridolf,2024-01-20,2
Lucas Jarnestål,2024-01-20,2
Malte Bartilson,2024-01-20,2
Marcus Larsson,2024-01-20,2
Mathias Hannu,2024-01-20,2
Mats Sällberg,2024-01-20,2
Max Enström,2024-01-20,2
Mustafa Er,2024-01-20,2
Mustafa Kalajdzisalihovic,2024-01-20,2
Nils Pihlblad,2024-01-20,2
Nova Davidson Ringius,2024-01-20,2
Oscar Skogsberg,2024-01-20,2
Per Sundvall,2024-01-20,2
Sandra Lindskog,2024-01-20,2
Sebastian Kiejs Huhmarniemi,2024-01-20,2
Sofia Färm,2024-01-20,2
Susanne Andersson,2024-01-20,2
Theo Jonestål,2024-01-20,2
Thomas Johansson,2024-01-20,2
Vincent Zetterström,2024-01-20,2
Zara Carlsson,2024-01-20,2
Adam Rydholm,2024-01-20,1
Alejandra Feng,2024-01-20,1
Andrii Semeniuk,2024-01-20,1
Annie Sigvardson,2024-01-20,1
Christian Svärdström,2024-01-20,1
Claes Knutsson,2024-01-20,1
Daniel Larm,2024-01-20,1
Edwin Simonian,2024-01-20,1
Elsa Arvidsson,2024-01-20,1
Emil Lindén,2024-01-20,1
Emrik Appelgren,2024-01-20,1
Felix Enger,2024-01-20,1
Fredrik Andersson,2024-01-20,1
Handrin Thunqvist,2024-01-20,1
Isak Hellgren,2024-01-20,1
Joakim Mattsson,2024-01-20,1
Karl Dahlsjö,2024-01-20,1
Kasper Degerman,2024-01-20,1
Lazo Cesto,2024-01-20,1
Liam Larsson,2024-01-20,1
Lukas Larsson,2024-01-20,1
Marcus Orrhult,2024-01-20,1
Martin Jonsson,2024-01-20,1
Martin Matti,2024-01-20,1
Maryan Hrabovuk,2024-01-20,1
Max Bryntesson,2024-01-20,1
Melker Kjellberg,2024-01-20,1
Meron Garza,2024-01-20,1
Noel Myhrén,2024-01-20,1
Oliver Smith,2024-01-20,1
Patrik Augustsson,2024-01-20,1
Philip Aronsson-Elffors,2024-01-20,1
Philip Tindvall,2024-01-20,1
Pierre Borghoff,2024-01-20,1
Roger Nilsson,2024-01-20,1
Sebastian Cedgard,2024-01-20,1
Semir Aganspahic,2024-01-20,1
Senad Olevic,2024-01-20,1
Simon Broman,2024-01-20,1
Tage Sandquist,2024-01-20,1
Thomas Jonsson,2024-01-20,1
Tove Hall,2024-01-20,1
Vince Perzon,2024-01-20,1
Wessam Abdellrazek,2024-01-20,1
Adam Jällfält,2024-01-21,4
Emir Rajabi,2024-01-21,4
Adnan Tongur,2024-01-21,3
Alexander Forsberg,2024-01-21,3
Alexander Miriandis,2024-01-21,3
Alexander Rydqvist,2024-01-21,3
Almir Mehmedagic,2024-01-21,3
Anna-Klara Gidlöf,2024-01-21,3
Elin Alfredsson,2024-01-21,3
Felicia Lundgren Narváez,2024-01-21,3
Filip Boman,2024-01-21,3
Lazo Cesto,2024-01-21,3
Leo Malm,2024-01-21,3
Lukas Larsson,2024-01-21,3
Thomas Johansson,2024-01-21,3
Tomas Levin,2024-01-21,3
Yao-Zu Galby,2024-01-21,3
Adam Thorén,2024-01-21,2
Adem Can,2024-01-21,2
Aldin Hadziselmovic,2024-01-21,2
Alexander Pavlovic,2024-01-21,2
Ali Alizada,2024-01-21,2
Atakan Yapisan,2024-01-21,2
Axel Aremyr,2024-01-21,2
Birk Eldh,2024-01-21,2
Edvin Persson,2024-01-21,2
Emil Lejon,2024-01-21,2
Felix Broström,2024-01-21,2
Goran Kuduzovic,2024-01-21,2
Gustav Persson,2024-01-21,2
Hajrudin Begic,2024-01-21,2
Henrik Nordström,2024-01-21,2
Isac Söderlind Löfdahl,2024-01-21,2
Isak Hellgren,2024-01-21,2
Isak Larsson,2024-01-21,2
Jasper Petterson,2024-01-21,2
Joel Mellby,2024-01-21,2
Joel Rudanko,2024-01-21,2
Konrad Jorpes,2024-01-21,2
Måns Eliason,2024-01-21,2
Magnus Fredriksson,2024-01-21,2
Maja Pehrsson,2024-01-21,2
Marcus Larsson,2024-01-21,2
Mathias Hannu,2024-01-21,2
Meron Garza,2024-01-21,2
Mohsen Gholami,2024-01-21,2
Mustafa Kalajdzisalihovic,2024-01-21,2
Oliver Nilzon,2024-01-21,2
Oscar Skogsberg,2024-01-21,2
Per Sundvall,2024-01-21,2
Sebastian Cedgard,2024-01-21,2
Semir Aganspahic,2024-01-21,2
Simon Bengtsson,2024-01-21,2
Tuva Aebischer Skogbäck,2024-01-21,2
Wilhelm Hellsten,2024-01-21,2
Wilma Björk,2024-01-21,2
Albin Wennersten,2024-01-21,1
Alfred Andersson,2024-01-21,1
Alvin Andersson,2024-01-21,1
Annie Sigvardson,2024-01-21,1
Arvid Biörnerud,2024-01-21,1
Arvid Hohense,2024-01-21,1
Casper Claesson,2024-01-21,1
Christian Jensen,2024-01-21,1
Christian Svärdström,2024-01-21,1
Elsa Berg,2024-01-21,1
Emma Lindell,2024-01-21,1
Emrik Appelgren,2024-01-21,1
Ettalis Andersson,2024-01-21,1
Felix Bark Peterson,2024-01-21,1
Freja Linderoth,2024-01-21,1
Gustaf Reimer,2024-01-21,1
Gustav Löfving,2024-01-21,1
Helin Beyza Altuntas,2024-01-21,1
Henrik Hultin-Öberg,2024-01-21,1
Isac Johansson,2024-01-21,1
Isak Bokesten,2024-01-21,1
Jaana Gander,2024-01-21,1
Jacob Johansson,2024-01-21,1
Jakob Lundberg,2024-01-21,1
Jasmin Dzanic,2024-01-21,1
Joakim Jögi,2024-01-21,1
Johan Ronge,2024-01-21,1
Johannes Lunde,2024-01-21,1
Jonathan Pettersson,2024-01-21,1
Julie Caspersson,2024-01-21,1
Kalle Borgen,2024-01-21,1
Leo Hammarstedt,2024-01-21,1
Linn Söderblom,2024-01-21,1
Linnea Andersson,2024-01-21,1
Linus Möller,2024-01-21,1
Linus Svensson,2024-01-21,1
Lucas Werelius,2024-01-21,1
Ludvig Majnesjö,2024-01-21,1
Måns Bartilson,2024-01-21,1
Marcus Johansson,2024-01-21,1
Marcus Orrhult,2024-01-21,1
Martin Almsberg,2024-01-21,1
Moa Ljungqvist,2024-01-21,1
Moa Solberg Andersson,2024-01-21,1
Mustafa Er,2024-01-21,1
Nils Biörnerud,2024-01-21,1
Noah Persson-Hedström,2024-01-21,1
Oliver Pettersson,2024-01-21,1
Pedram Koublani,2024-01-21,1
Rasmus Lindmark,2024-01-21,1
Rasmus Widén,2024-01-21,1
Robert Jäderlund,2024-01-21,1
Roger Nilsson,2024-01-21,1
Samuel Lindholm,2024-01-21,1
Samuel Tolland,2024-01-21,1
Sebastian Kiejs Huhmarniemi,2024-01-21,1
Senad Olevic,2024-01-21,1
Simon Packendorf,2024-01-21,1
Susanne Andersson,2024-01-21,1
Thomas Jonsson,2024-01-21,1
Tindra Bäckvall,2024-01-21,1
Tobias Anderberg,2024-01-21,1
Tommy Runhammar,2024-01-21,1
Wessam Abdellrazek,2024-01-21,1
William Rennerfelt,2024-01-21,1
Zara Carlsson,2024-01-21,1
Albin Persson,2024-01-22,1
Almir Mehmedagic,2024-01-22,1
Axel Sagdahl,2024-01-22,1
Jesper Wångblad,2024-01-22,1
Roger Zahnér,2024-01-22,1
Torbjörn Zahner,2024-01-22,1
Meron Garza,2024-01-23,1
Mustafa Kalajdzisalihovic,2024-01-23,1
Adnan Tongur,2024-01-24,1
Aldin Hadziselmovic,2024-01-24,1
Alexander Pavlovic,2024-01-24,1
Hajrudin Begic,2024-01-24,1
Kasper Mourujärvi,2024-01-24,1
Albert Enlund,2024-01-25,1
Anton Sköld,2024-01-25,1
Emrik Appelgren,2024-01-25,1
Felix Bark Peterson,2024-01-25,1
Goran Kuduzovic,2024-01-25,1
Isak Bokesten,2024-01-25,1
Petter Enlund,2024-01-25,1
Semir Aganspahic,2024-01-25,1
Tage Sandquist,2024-01-25,1
Tommy Runhammar,2024-01-25,1
Adam Jällfält,2024-01-26,1
Adnan Tongur,2024-01-26,1
Alexander Pavlovic,2024-01-26,1
Ali Alizada,2024-01-26,1
Amel Kosovac,2024-01-26,1
Anton Sköld,2024-01-26,1
Carl Larsson,2024-01-26,1
Daniel Dimitrovski,2024-01-26,1
Esaias Ivarsson,2024-01-26,1
Hajrudin Begic,2024-01-26,1
Jasmin Dzanic,2024-01-26,1
Johan Norrby,2024-01-26,1
Kasper Mourujärvi,2024-01-26,1
Lasse Englund,2024-01-26,1
Marcus Larsson,2024-01-26,1
Mohsen Gholami,2024-01-26,1
Mustafa Kalajdzisalihovic,2024-01-26,1
Oscar Skogsberg,2024-01-26,1
René Schweikart,2024-01-26,1
Sebastian Cedgard,2024-01-26,1
Semir Aganspahic,2024-01-26,1
Thomas Johansson,2024-01-26,1
Tommy Runhammar,2024-01-26,1
Felix Östberg,2024-01-27,7
Tuva Aebischer Skogbäck,2024-01-27,6
Adnan Tongur,2024-01-27,4
Alexander Wren-Wennefors,2024-01-27,4
Alice Engström,2024-01-27,4
Amel Kosovac,2024-01-27,4
Ella Westerberg,2024-01-27,4
Emrik Appelgren,2024-01-27,4
Isac Stolt Wahlström,2024-01-27,4
Johan Östberg,2024-01-27,4
Martin Andersson,2024-01-27,4
Noah Mellby,2024-01-27,4
Sixten Svensson,2024-01-27,4
Tage Sandquist,2024-01-27,4
Ted Ståhl-rossbol,2024-01-27,4
Adem Can,2024-01-27,3
Arthur Nielsen,2024-01-27,3
Måns Eliason,2024-01-27,3
Maja Pehrsson,2024-01-27,3
Mathias Johansson,2024-01-27,3
Per Sundvall,2024-01-27,3
Tommy Runhammar,2024-01-27,3
Vita Crozzoli,2024-01-27,3
Albert Enlund,2024-01-27,2
Alexander Rydqvist,2024-01-27,2
Christian Svärdström,2024-01-27,2
David Landers,2024-01-27,2
Emir Rajabi,2024-01-27,2
Felix Broström,2024-01-27,2
Filip Fosser,2024-01-27,2
Ida Finn,2024-01-27,2
Jesper Björklund Greter,2024-01-27,2
Johan Elmeklo,2024-01-27,2
John Almefjord,2024-01-27,2
Lasse Englund,2024-01-27,2
Lina Lind,2024-01-27,2
Liza Berglund,2024-01-27,2
Lucas Schöldström,2024-01-27,2
Magnus Fredriksson,2024-01-27,2
Marcus Orrhult,2024-01-27,2
Mohsen Gholami,2024-01-27,2
Nils Pihlblad,2024-01-27,2
Noel Myhrén,2024-01-27,2
Oscar Stendahl,2024-01-27,2
Petter Enlund,2024-01-27,2
René Schweikart,2024-01-27,2
Sandra Lindskog,2024-01-27,2
Sebastian Kiejs Huhmarniemi,2024-01-27,2
Simon Enger,2024-01-27,2
Thomas Johansson,2024-01-27,2
Tim Berger,2024-01-27,2
Tomas Levin,2024-01-27,2
Torbjörn Zahner,2024-01-27,2
Adam Kruse,2024-01-27,1
Adnan Mehmedagic,2024-01-27,1
Albin Rosberg,2024-01-27,1
Alexander Warberg,2024-01-27,1
Arvid Biörnerud,2024-01-27,1
Astrid Björk,2024-01-27,1
Axel Sagdahl,2024-01-27,1
Daniel Larm,2024-01-27,1
Dante Lindskog,2024-01-27,1
Edo Sabanovic,2024-01-27,1
Emil Häggsten,2024-01-27,1
Goran Kuduzovic,2024-01-27,1
Hajrudin Begic,2024-01-27,1
Henrik Carlsson,2024-01-27,1
Henrik Nordström,2024-01-27,1
Ian Blomqvist,2024-01-27,1
Idris Hasan Mohamed,2024-01-27,1
Isak Hellgren,2024-01-27,1
Isak Skarrie,2024-01-27,1
Jaana Gander,2024-01-27,1
Janick Buehler,2024-01-27,1
Jesper Liedberg,2024-01-27,1
Jonas Söderberg,2024-01-27,1
Karl Dahlsjö,2024-01-27,1
Kevin Ramle,2024-01-27,1
Lazo Cesto,2024-01-27,1
Linus Backlund,2024-01-27,1
Marcus Larsson,2024-01-27,1
Mathias Hannu,2024-01-27,1
Max Molin,2024-01-27,1
Melvin Stenberg,2024-01-27,1
Nova Davidson Ringius,2024-01-27,1
Oscar Skogsberg,2024-01-27,1
Rasmus Lindmark,2024-01-27,1
Richard Claesson,2024-01-27,1
Samuel Tolland,2024-01-27,1
Sebastian Åberg,2024-01-27,1
Sebastian Cedgard,2024-01-27,1
Tobias Anderberg,2024-01-27,1
Tomas Edstrand,2024-01-27,1
Yvan Buehler,2024-01-27,1
Kasper Mourujärvi,2024-01-28,8
Anton Hermansson,2024-01-28,7
Isabella Johannesson,2024-01-28,7
René Schweikart,2024-01-28,6
Amel Kosovac,2024-01-28,4
Cajsa Lindgren,2024-01-28,4
Casper Nyström,2024-01-28,4
Cornelia Kindblad,2024-01-28,4
Ellen Ryberg,2024-01-28,4
Lazo Cesto,2024-01-28,4
Malte Bartilson,2024-01-28,4
Noel Aruvald,2024-01-28,4
Svea Hultsbo,2024-01-28,4
Torbjörn Zahner,2024-01-28,4
Adem Can,2024-01-28,3
Adnan Tongur,2024-01-28,3
Albin Rosberg,2024-01-28,3
Alexander Rydqvist,2024-01-28,3
Ali Alizada,2024-01-28,3
Christian Svärdström,2024-01-28,3
Clara Selstam,2024-01-28,3
Daniel Liepins,2024-01-28,3
Dante Lindskog,2024-01-28,3
Emilia Söderström,2024-01-28,3
Emir Rajabi,2024-01-28,3
Emrik Appelgren,2024-01-28,3
Felix Broström,2024-01-28,3
Goran Kuduzovic,2024-01-28,3
Hajrudin Begic,2024-01-28,3
Hampus Räffling,2024-01-28,3
Idris Hasan Mohamed,2024-01-28,3
Isak Bokesten,2024-01-28,3
Kristoffer Lind,2024-01-28,3
Marcus Orrhult,2024-01-28,3
Martin Andersson,2024-01-28,3
Matilda Litzell,2024-01-28,3
Mohsen Gholami,2024-01-28,3
Sebastian Cedgard,2024-01-28,3
Sofia Andersson,2024-01-28,3
Tim Berger,2024-01-28,3
Tomas Levin,2024-01-28,3
Adnan Mehmedagic,2024-01-28,2
Albin Durvik,2024-01-28,2
Arwid Hedlund,2024-01-28,2
Casper Larsson,2024-01-28,2
Felix Bark Peterson,2024-01-28,2
Henrik Nordström,2024-01-28,2
Ian Blomqvist,2024-01-28,2
Isak Skarrie,2024-01-28,2
Linus Svensson,2024-01-28,2
Måns Bartilson,2024-01-28,2
Marcus Larsson,2024-01-28,2
Oliver Engström,2024-01-28,2
Oscar Skogsberg,2024-01-28,2
Selma Hadziselimovic,2024-01-28,2
Susanne Andersson,2024-01-28,2
Tage Sandquist,2024-01-28,2
Tommy Runhammar,2024-01-28,2
Viggo Sandström,2024-01-28,2
Albert Enlund,2024-01-28,1
Albin Severinsson,2024-01-28,1
Albin Wennersten,2024-01-28,1
Alexander Warberg,2024-01-28,1
Alfred Andersson,2024-01-28,1
Amir Zilic,2024-01-28,1
Anton Sköld,2024-01-28,1
Atakan Yapisan,2024-01-28,1
Daniel Larsson,2024-01-28,1
Edvin Persson,2024-01-28,1
Emmy Birgersson,2024-01-28,1
Erik Heggenes,2024-01-28,1
Gabriel Adolfsson,2024-01-28,1
Jacob Johansson,2024-01-28,1
Jasmin Dzanic,2024-01-28,1
Jesper Björklund Greter,2024-01-28,1
Jesper Wångblad,2024-01-28,1
Joel Mellby,2024-01-28,1
Johan Norrby,2024-01-28,1
Josefine Hedelind,2024-01-28,1
Karl Dahlsjö,2024-01-28,1
Linn Söderblom,2024-01-28,1
Magnus Fredriksson,2024-01-28,1
Mathias Damgaard,2024-01-28,1
Mathias Johansson,2024-01-28,1
Mustafa Kalajdzisalihovic,2024-01-28,1
Oscar Larsson,2024-01-28,1
Per Sundvall,2024-01-28,1
Petter Enlund,2024-01-28,1
Rasmus Lindmark,2024-01-28,1
Sebastian Ågren,2024-01-28,1
Senad Olevic,2024-01-28,1
Stefan Olsson,2024-01-28,1
Tobias Anderberg,2024-01-28,1
Wessam Abdellrazek,2024-01-28,1
Wilma Björk,2024-01-28,1
Alexander Pavlovic,2024-01-29,1
Joakim Jögi,2024-01-29,1
Linus Larsson,2024-01-29,1
Oliver Hallsten,2024-01-29,1
Alexander Rydqvist,2024-01-30,1
Ali Alizada,2024-01-30,1
Håkan Krafft,2024-01-30,1
Hampus Räffling,2024-01-30,1
Isak Bokesten,2024-01-30,1
Jesper Björklund Greter,2024-01-30,1
Lucas Aebischer Skogbäck,2024-01-30,1
Måns Bartilson,2024-01-30,1
Marcus Larsson,2024-01-30,1
Mohsen Gholami,2024-01-30,1
Oscar Skogsberg,2024-01-30,1
Pierre Eberhard Berg,2024-01-30,1
René Schweikart,2024-01-30,1
Robin Cederdahl,2024-01-30,1
Selma Hadziselimovic,2024-01-30,1
Tommy Runhammar,2024-01-30,1
Christer Carlberg,2024-01-31,1
Joel Mellby,2024-01-31,1
Mats Sällberg,2024-01-31,1
Mustafa Kalajdzisalihovic,2024-01-31,1
Roger Zahnér,2024-01-31,1
Sebastian Ågren,2024-01-31,1
Senad Olevic,2024-01-31,1
Torbjörn Zahner,2024-01-31,1
Christian Jensen,2024-02-01,1
Goran Kuduzovic,2024-02-01,1
Oscar Skogsberg,2024-02-01,1
Wessam Abdellrazek,2024-02-01,1
Fredrik Landin,2024-02-02,2
Handrin Thunqvist,2024-02-02,2
Henrik Hultin-Öberg,2024-02-02,2
Jonas Nordqvist,2024-02-02,2
Marcus Larsson,2024-02-02,2
Oscar Skogsberg,2024-02-02,2
Tage Nyström,2024-02-02,2
Vince Perzon,2024-02-02,2
Adnan Mehmedagic,2024-02-02,1
Adnan Tongur,2024-02-02,1
Alexander Pavlovic,2024-02-02,1
Alexander Warberg,2024-02-02,1
