Datum,Tid,Serie,Hemmalag,Bortalag,Arena,Domare1,Domare2,url
2024-09-06,19:30,Träningsmatcher damer,Floda IBK D1,Wårgårda IBK Dam A-Lag,Nova Floda Sportcenter A-hall,Adnan Tongur,Hajrudin Begic,https://stats.innebandy.se/sasong/43/serie/38818/match/1528231
2024-09-06,20:00,Träningsmatcher damer,FBC Lerum,Värnamo IK D1,Rydsbergshallen,Adam Jällfält,Alexander Pavlovic,https://stats.innebandy.se/sasong/43/serie/38818/match/1483709
2024-09-06,19:30,Träningsmatcher VIBF,IBK Vänersborg Dam A,Ale IBF D2,"Idrottshuset, Vänersborg",Isak Brogren,Emil Jacobsson,https://stats.innebandy.se/sasong/43/serie/38472/match/1534150
2024-09-07,11:30,Träningsmatcher damer,FBC Lerum JAS DJ18,Värnamo IK DJ-JAS,Rydsbergshallen,Daniel Liepins,Kristoffer Lind,https://stats.innebandy.se/sasong/43/serie/38818/match/1483710
2024-09-07,12:00,Träningsmatcher damer,Pixbo IBF Damakademi,Lindome IBK Allsv TM,Wallenstam Arena A,Torbjörn Zahner,Mats Sällberg,https://stats.innebandy.se/sasong/43/serie/38818/match/1525250
2024-09-07,13:00,Träningsmatcher damer,Mölndals IBF Dam,Varla IBK Dam Div 2 / DJAS,Aktiviteten A-Hall,Tommy Runhammar,Goran Kuduzovic,https://stats.innebandy.se/sasong/43/serie/38818/match/1527497
2024-09-07,11:30,Träningsmatcher flickor,Lindome IBK F13,Pixbo IBK F13/14,Almåshallen A,Astrid Björk,Josefin Sannerholm,https://stats.innebandy.se/sasong/43/serie/38816/match/1535745
2024-09-07,12:30,Träningsmatcher flickor,Lindome IBK F13,Pixbo IBK F13/14,Almåshallen A,Astrid Björk,Josefin Sannerholm,https://stats.innebandy.se/sasong/43/serie/38816/match/1535748
2024-09-07,12:00,Träningsmatcher herrar,Landvetter IBK H2,IBK Lidköping Herr,Pinntorps Idrottshall 1,Hajrudin Begic,Adam Jällfält,https://stats.innebandy.se/sasong/43/serie/38817/match/1534123
2024-09-07,13:30,Träningsmatcher herrar,Floda IBK H1,Mölndals IBF H2,Nova Floda Sportcenter A-hall,Roger Zahnér,Robin Boqvist,https://stats.innebandy.se/sasong/43/serie/38817/match/1524919
2024-09-07,13:30,Träningsmatcher herrar,Almås IBF H2,Eken IBK Herr A,Almåshallen A,Marcus Orrhult,Christian Svärdström,https://stats.innebandy.se/sasong/43/serie/38817/match/1534765
2024-09-07,15:00,Träningsmatcher herrar,Pixbo IBF Div.1,Frölunda IBK H2,Wallenstam Arena A,Linus Backlund,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/38817/match/1534711
2024-09-07,15:30,Träningsmatcher herrar,FBC Partille H1,Lindome IBK H1,Partillebohallen,Adnan Tongur,Adam Jällfält,https://stats.innebandy.se/sasong/43/serie/38817/match/1533611
2024-09-08,13:00,Träningsmatcher 2024/2025,Sandö IBK Herr Div 3,Eken IBK Herr A,Fjärås Idrottshall,,,https://stats.innebandy.se/sasong/43/serie/38591/match/1534144
2024-09-08,12:00,Träningsmatcher damer,Pixbo IBF Damakademi,Lindås IBF DJAS,Wallenstam Arena A,Alexander Warberg,Esaias Ivarsson,https://stats.innebandy.se/sasong/43/serie/38818/match/1525251
2024-09-08,13:30,Träningsmatcher damer,Eken IBK Dam A,Onsala IBK Dam 2,Ekenhallen 1,Adam Jällfält,Goran Kuduzovic,https://stats.innebandy.se/sasong/43/serie/38818/match/1534709
2024-09-08,17:00,Träningsmatcher damer,FBC Partille D Allsv,Lindås IBK Dam,Partillebohallen,Jesper Björklund Greter,Sebastian Kiejs,https://stats.innebandy.se/sasong/43/serie/38818/match/1524941
2024-09-08,15:00,Träningsmatcher Damer,FC Helsingborg JAS Dam,Floda IBK DJ,Helsingborg Arena B,Ali Tourabi,Måns Gilén,https://stats.innebandy.se/sasong/43/serie/38975/match/1535978
2024-09-08,11:00,Träningsmatcher flickor,FBC Lerum Utveckling F12,IBF Backadalen F11/12 Svart,Rydsbergshallen,Senad Olevic,Amel Kosovac,https://stats.innebandy.se/sasong/43/serie/38816/match/1534708
2024-09-08,13:00,Träningsmatcher herrar,IBF Backadalen H1,Skövde IBF HA,Tuve Sporthall,Gabriel Adolfsson,Christian Jensen,https://stats.innebandy.se/sasong/43/serie/38817/match/1504108
2024-09-08,15:00,Träningsmatcher herrar,IBK Kungälv H1,Lindås IBK Herr,Mimershus A-hallen,Alexander Pavlovic,Oscar Skogsberg,https://stats.innebandy.se/sasong/43/serie/38817/match/1525068
2024-09-08,10:00,Träningsmatcher pojkar,Pixbo IBF P11,Sandö IBK P11 Svart,Wallenstam Arena B,Alejandra Feng,Jasmin Dzanic,https://stats.innebandy.se/sasong/43/serie/38815/match/1534736
2024-09-08,15:00,Träningsmatcher pojkar,Lindome IBK U15 Vit,IBK Göteborg P09/10 Svart & Vit,Almåshallen A,Ian S Blomqvist,Alexander T Forsberg,https://stats.innebandy.se/sasong/43/serie/38815/match/1535752
2024-09-10,20:15,Träningsmatcher damer,Landvetter IBK D3,Sandareds IBS Dam 2,Landvetter Idrottshall,Semir Aganspahic,Sebastian Ågren,https://stats.innebandy.se/sasong/43/serie/38818/match/1528230
2024-09-10,20:30,Träningsmatcher flickor,Lindås IBF DJAS,IBK Alingsås JAS DJ18,Lindås Waves Arena,Felix Bark Peterson,Goran Kuduzovic,https://stats.innebandy.se/sasong/43/serie/38816/match/1524890
2024-09-10,19:00,Träningsmatcher herrar,IBK Göteborg H4,Hovås IBK H3,Lundenhallen,Måns Bartilson,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/38817/match/1535991
2024-09-10,20:10,Träningsmatcher herrar,Eken IBK Herr A,IBF Älvstranden H2,Ekenhallen 1,Robin Boqvist,Alexander Pavlovic,https://stats.innebandy.se/sasong/43/serie/38817/match/1528885
2024-09-10,20:20,Träningsmatcher herrar,IBK Göteborg H2,IBF Backadalen H1,Lundbyskolans sporthall A-hall,Marcus Larsson,Oscar Skogsberg,https://stats.innebandy.se/sasong/43/serie/38817/match/1533909
2024-09-11,19:45,Träningsmatcher damer,FBC Partille D Allsv,Fristads GoIF Dam A,Partillebohallen,Marcus Larsson,Oscar Skogsberg,https://stats.innebandy.se/sasong/43/serie/38818/match/1525255
2024-09-11,20:00,Träningsmatcher herrar,Floda IBK H6,IBK Bergum H6,Nova Floda Sportcenter A-hall,Daniel Liepins,Kristoffer Lind,https://stats.innebandy.se/sasong/43/serie/38817/match/1533455
2024-09-12,18:00,Träningsmatcher herrar,Frölunda IBK H5,FBC Vinga H6,Frölunda Kulturhus,Senad Olevic,Lazo Cesto,https://stats.innebandy.se/sasong/43/serie/38817/match/1531790
2024-09-12,20:00,Träningsmatcher herrar,Frölunda IBK H2,FBC Vinga A Lag Herrar,Frölunda Kulturhus,Marcus Larsson,Robin Boqvist,https://stats.innebandy.se/sasong/43/serie/38817/match/1531791
2024-09-12,20:15,Träningsmatcher herrar,Kärra IBK H2,IBK Göteborg H2,Kärra Sporthall,Måns Bartilson,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/38817/match/1534710
2024-09-12,17:00,Träningsmatcher pojkar,IK Zenith P14 Grön,IBF Backadalen P14 Röd,Björlanda Idrottshall,Mustafa Kalajdzisalihovic,Semir Aganspahic,https://stats.innebandy.se/sasong/43/serie/38815/match/1535075
2024-09-13,19:30,Träningsmatcher 2024/2025,Warberg IBF Dam Div1,Pixbo IBF Damakademi,"Sparbanken Wictory Center, Unihocplanen",Ronny Jensen,Benjamin Olsen,https://stats.innebandy.se/sasong/43/serie/38591/match/1525426
2024-09-13,19:00,Träningsmatcher flickor,Lindås IBF DJAS,Lindome IBK DJAS,Askims Sporthall,Goran Kuduzovic,Senad Olevic,https://stats.innebandy.se/sasong/43/serie/38816/match/1524926
2024-09-13,19:00,Träningsmatcher flickor,Eken IBK F09/10,Kinna IBK F08-11,Ekenhallen 1,Mustafa Kalajdzisalihovic,Amel Kosovac,https://stats.innebandy.se/sasong/43/serie/38816/match/1532957
2024-09-13,18:45,Träningsmatcher herrar,Pixbo IBF Div.3,Eken IBK Herr A,Wallenstam Arena A,Felix Bark Peterson,Torbjörn Zahner,https://stats.innebandy.se/sasong/43/serie/38817/match/1524922
2024-09-13,20:00,Träningsmatcher SBIBF Dam,Växjö IBK (DA),Lindås IBK (D1),Fortnox Arena A-hall,Therese Spjut,Malou Hallström,https://stats.innebandy.se/sasong/43/serie/38947/match/1525047
2024-09-13,20:00,Träningsmatcher SBIBF Herr,Hovslätts IK (HA),FBC Lerum (HA),Jönköpings Idrottshus A-hall,Håkan Söderman,Viktor Bringstam,https://stats.innebandy.se/sasong/43/serie/38664/match/1535812
2024-09-13,19:30,Träningsmatcher VIBF,Fritsla IF A-Lag,Göteborg City IBK H3,"Kungabergshallen, Fritsla",Harri Tjäder,Nebojsa Stefanovski,https://stats.innebandy.se/sasong/43/serie/38472/match/1534140
2024-09-14,11:45,Fiskeby invitation Cup 2024 grupp B,Herrestads AIF,IFK Gnesta,Sandbyhovshallen,Alen Turcinhodzic,Anton Nilsson,https://stats.innebandy.se/sasong/43/serie/39218/match/1535285
2024-09-14,14:15,Fiskeby invitation Cup 2024 grupp B,Sturefors IF,Herrestads AIF,Bråvallahallen,Joakim Bengtsson,Rågher Godin,https://stats.innebandy.se/sasong/43/serie/39218/match/1535287
2024-09-14,19:45,Fiskeby invitation Cup 2024 grupp B,IBF Norrköping,Herrestads AIF,Sandbyhovshallen,Sonny Weideborg,Magnus Jakobsson,https://stats.innebandy.se/sasong/43/serie/39218/match/1535288
2024-09-14,18:00,Juniorallsvenskan H DJ18,Malmö FBC/Malmö FBC Utveckling,Lindås IBK,Toftanäs Sporthall,Matti Rouhiainen,Albin Sadiku,https://stats.innebandy.se/sasong/43/serie/38755/match/1485333
2024-09-14,10:00,Scoreby Cup 2024 gruppspel,Varla IBK DJAS,FBC Partille DJ 18,Skårbyhallen,Benjamin Olsen,Esaias Ivarsson,https://stats.innebandy.se/sasong/43/serie/39275/match/1537649
2024-09-14,11:00,Scoreby Cup 2024 gruppspel,Ale IBF D2,IBK Vänersborg Dam J,Skårbyhallen,Benjamin Olsen,Esaias Ivarsson,https://stats.innebandy.se/sasong/43/serie/39275/match/1537650
2024-09-14,12:00,Scoreby Cup 2024 gruppspel,FBC Partille DJ 18,Ale IBF D2,Skårbyhallen,Benjamin Olsen,Esaias Ivarsson,https://stats.innebandy.se/sasong/43/serie/39275/match/1537652
2024-09-14,15:00,Scoreby Cup 2024 gruppspel,Ale IBF D2,Varla IBK DJAS,Skårbyhallen,Melker Kron,Linus Möller,https://stats.innebandy.se/sasong/43/serie/39275/match/1537653
2024-09-14,16:00,Scoreby Cup 2024 gruppspel,IBK Vänersborg Dam J,FBC Partille DJ 18,Skårbyhallen,Benjamin Olsen,Esaias Ivarsson,https://stats.innebandy.se/sasong/43/serie/39275/match/1537654
2024-09-14,11:00,Träningsmatcher 2024/2025,Träslövsläge IF HJ 08/09,FBC Lerum HJ,Ankarhallen,Albin Persson,Axel Sagdahl,https://stats.innebandy.se/sasong/43/serie/38591/match/1532026
2024-09-14,14:00,Träningsmatcher damer,Lindås IBF DJAS,IK Zenith A-Junior Dam,Lindås Waves Arena,Jesper Björklund Greter,Sebastian Kiejs,https://stats.innebandy.se/sasong/43/serie/38818/match/1524892
2024-09-14,14:00,Träningsmatcher damer,Dingle AIK D2,Stenungsunds IBK D3,Munkedals Idrottshall,Björn Svensson,Sören Johansson,https://stats.innebandy.se/sasong/43/serie/38818/match/1534866
2024-09-14,13:30,Träningsmatcher flickor,FBC Lerum Utveckling F12,Wårgårda IBK F12/13,Rydsbergshallen,Filip Boman,Alexander Miriandis,https://stats.innebandy.se/sasong/43/serie/38816/match/1534764
2024-09-14,13:00,Träningsmatcher herrar,IBF Backadalen H1,Lindås IBK Herr,Tuve Sporthall,Oscar Skogsberg,Robin Boqvist,https://stats.innebandy.se/sasong/43/serie/38817/match/1504109
2024-09-14,13:45,Träningsmatcher herrar,Pixbo IBF Div.3,Burås IK Herrar,Wallenstam Arena A,Linda Lindskog,Sandra Lindskog,https://stats.innebandy.se/sasong/43/serie/38817/match/1524923
2024-09-14,17:00,Träningsmatcher herrar,Lindome IBK H1,Vinbergs IBS Herr,Almåshallen A,Oscar Skogsberg,Robin Boqvist,https://stats.innebandy.se/sasong/43/serie/38817/match/1538205
2024-09-14,13:00,Träningsmatcher pojkar,Floda IBK H-JAS,Frölunda IBK Herrjuniorer,Nova Floda Sportcenter A-hall,David Karlsson,Henrik Carlsson,https://stats.innebandy.se/sasong/43/serie/38815/match/1534872
2024-09-14,16:00,Träningsmatcher pojkar,Lindome IBK P09 Grön,IBF Backadalen P08/09 Mix,Streteredsskolan,Sebastian Kiejs,Jesper Björklund Greter,https://stats.innebandy.se/sasong/43/serie/38815/match/1538423
2024-09-14,13:30,Träningsmatcher Stockholm,Hammarby IF IBF Dam A,Landvetter IBK Dam,Kämpetorpshallen 2,Kevin Helly,Theodore Idevall,https://stats.innebandy.se/sasong/43/serie/38898/match/1536562
2024-09-15,22:07,Svenska Cupen Damer Omg 3,IBK Lockerud Mariestad,Pixbo IBK,"ICA-kvantum hallen, Mariestad",Martin Jonsson,Joakim Mattsson,https://stats.innebandy.se/sasong/43/serie/38546/match/1534730
2024-09-15,17:00,Svenska Cupen Herrar Omg 3,Karlstad IBF,Pixbo IBK,AllOffice Arena,Edo Sabanovic,Håkan Söderman,https://stats.innebandy.se/sasong/43/serie/38547/match/1534719
2024-09-15,11:30,Fiskeby invitation Cup 2024 A slutspel,Herrestads AIF,Ledberg IBF,Bråvallahallen,Joakim Bengtsson,Rågher Godin,https://stats.innebandy.se/sasong/43/serie/39219/match/1535742
2024-09-15,13:00,Juniorallsvenskan H DJ18,FBC Engelholm,Lindås IBK,Kungsgårdshallen,Måns Gilén,Robert Persson,https://stats.innebandy.se/sasong/43/serie/38755/match/1485308
2024-09-15,11:00,Träningsmatcher 2024/2025,Träslövsläge IF HJ 08/09,Floda IBK P09,Ankarhallen,Albin Persson,Axel Sagdahl,https://stats.innebandy.se/sasong/43/serie/38591/match/1532027
2024-09-15,12:30,Träningsmatcher 2024/2025,Varla IBK P09 1,FBC Partille P09,Lindälvshallen,Viktor Stoppenbach,Max Olsson,https://stats.innebandy.se/sasong/43/serie/38591/match/1538431
2024-09-15,12:30,Träningsmatcher damer,Pixbo IBF Damakademi,Warberg IBF Dam JAS,Wallenstam Arena A,Semir Aganspahic,Jesper Björklund Greter,https://stats.innebandy.se/sasong/43/serie/38818/match/1536300
2024-09-15,13:00,Träningsmatcher damer,IBF Backadalen Damer,Mölndals IBF Dam,Tuve Sporthall,Robin Boqvist,Christian Jensen,https://stats.innebandy.se/sasong/43/serie/38818/match/1519928
2024-09-15,13:00,Träningsmatcher flickor,FBC Lerum Utveckling F12,Kärra IBK F11/12,Rydsbergshallen,Alexander Rydqvist,Alexander Miriandis,https://stats.innebandy.se/sasong/43/serie/38816/match/1524912
2024-09-15,13:00,Träningsmatcher herrar,Lindås IBK HJAS,Lindome IBK H2,Lindås Waves Arena,Marcus Orrhult,Christian Svärdström,https://stats.innebandy.se/sasong/43/serie/38817/match/1536555
2024-09-15,17:30,Träningsmatcher pojkar,IBF Backadalen P10,IBK Kungälv P 10 Vit,Tuve Sporthall,Alexander Rydqvist,Sebastian Ågren,https://stats.innebandy.se/sasong/43/serie/38815/match/1535987
2024-09-15,14:30,Träningsmatcher SBIBF Herr,Hovslätts IK JAS,Pixbo IBF HJAS,Jönköpings Idrottshus B-hall,Alexia Rasmussen,Andreas Rundqvist,https://stats.innebandy.se/sasong/43/serie/38664/match/1524902
2024-09-15,17:15,Träningsmatcher SBIBF Herr,Jönköpings IK Utv. HJ18,Pixbo IBF HJAS,Jönköpings Idrottshus B-hall,Alexia Rasmussen,Andreas Rundqvist,https://stats.innebandy.se/sasong/43/serie/38664/match/1524703
2024-09-15,17:00,Träningsmatcher Stockholm,Älvsjö AIK IBF,Landvetter IBK Dam,Västertorpshallen,Anders Asp,Fredrik Landin,https://stats.innebandy.se/sasong/43/serie/38898/match/1534741
2024-09-15,15:00,Träningsmatcher VIBF,Fröjereds IBF Dam,FBC Lerum D1,"Rosenbergs Idrottshall, Tidaholm",Kronoslav Kis,Sebastian Åberg,https://stats.innebandy.se/sasong/43/serie/38472/match/1537655
2024-09-16,19:00,Träningsmatcher 2024/2025,Varla IBK Dam Div 3,FBC Lerum Utveckling D3,Skårbyhallen,Harry Forsén,Emil Höglund,https://stats.innebandy.se/sasong/43/serie/38591/match/1533976
2024-09-16,20:30,Träningsmatcher damer,Floda IBK D1,IBF Backadalen Damer,Nova Floda Sportcenter A-hall,Alexander Pavlovic,Jesper Björklund Greter,https://stats.innebandy.se/sasong/43/serie/38818/match/1536563
2024-09-16,19:30,Träningsmatcher herrar,FBC Partille H1,FBC Vinga A Lag Herrar,Partillebohallen,Hajrudin Begic,Adnan Tongur,https://stats.innebandy.se/sasong/43/serie/38817/match/1538622
2024-09-17,20:00,Träningsmatcher herrar,Eken IBK Herr A,FBC Vinga A Lag Herrar,Ekenhallen 1,Christian Svärdström,Marcus Orrhult,https://stats.innebandy.se/sasong/43/serie/38817/match/1524896
2024-09-17,20:15,Träningsmatcher herrar,IBK Kungälv H1,IBK Göteborg H2,Mimershus A-hallen,Adnan Tongur,Hajrudin Begic,https://stats.innebandy.se/sasong/43/serie/38817/match/1534124
2024-09-17,20:20,Träningsmatcher herrar,Göteborg City IBK H3,Kärra IBK H2,Prioritet SERNEKE Arena B-Hallen,Felix Bark Peterson,Mattias Strid,https://stats.innebandy.se/sasong/43/serie/38817/match/1525127
2024-09-17,18:45,Träningsmatcher pojkar,Mölndals IBF P11/12,Pixbo IBF P12,Katrinebergshallen,Astrid Björk,Josefin Sannerholm,https://stats.innebandy.se/sasong/43/serie/38815/match/1538676
2024-09-18,18:00,Träningsmatcher damer,Floda IBK D3,Lindås IBF Damakademi,Nova Floda Sportcenter A-hall,Senad Olevic,Semir Aganspahic,https://stats.innebandy.se/sasong/43/serie/38818/match/1534955
2024-09-18,18:30,Träningsmatcher damer,IBK Älvstranden Dam,IBF Backadalen Dam Vet,Lundbystrand 4,Roger Zahnér,Mustafa Kalajdzisalihovic,https://stats.innebandy.se/sasong/43/serie/38818/match/1537604
2024-09-18,20:25,Träningsmatcher damer,Guldhedens IK Damer,Mölndals IBF D3,Svingelns Sporthall,Måns Bartilson,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/38818/match/1538671
2024-09-19,20:15,Träningsmatcher 2024/2025,Varla IBK Dam Div 2 / DJAS,IBF Backadalen Damer,Skårbyhallen,Jonas Olsson,Christoffer Söderström,https://stats.innebandy.se/sasong/43/serie/38591/match/1536015
2024-09-19,18:00,Träningsmatcher herrar,Guldhedens IK Herrar,Partille IBS H3,Valhalla B-hall,Goran Kuduzovic,Wessam Abdellrazek,https://stats.innebandy.se/sasong/43/serie/38817/match/1538404
2024-09-19,19:00,Träningsmatcher herrar,Surte IS IBK H2,Lindås IBF H3,Bohushallen,Tommy Runhammar,Måns Bartilson,https://stats.innebandy.se/sasong/43/serie/38817/match/1537736
2024-09-20,19:00,Juniorallsvenskan G DJ18,IBK Alingsås,Lindås IBF,"Stadsskogshallen, Alingsås",Martin Almsberg,Henrik Sjöberg,https://stats.innebandy.se/sasong/43/serie/38754/match/1485221
2024-09-20,19:30,Onyxcupen Flickor Röd Grupp A,Pinntorp IBF,Vallentuna IBK Svart,Rosvalla Arena A,Amanda Sigurbjörnsson,Tindra Sigurbjörnsson,https://stats.innebandy.se/sasong/43/serie/39209/match/1535249
2024-09-20,19:30,Träningsmatcher damer,Floda IBK D1,Ale IBF D2,Nova Floda Sportcenter A-hall,Adam Jällfält,Thomas Johansson,https://stats.innebandy.se/sasong/43/serie/38818/match/1528232
2024-09-20,18:00,Träningsmatcher flickor,IBK Kungälv F10/11/12,IBF Backadalen F11/12 Svart,Munkegärdehallen,Gökhan Atay,Jasmin Dzanic,https://stats.innebandy.se/sasong/43/serie/38816/match/1538670
2024-09-20,19:15,Träningsmatcher herrar,IBK Bergum H6,IBF Backadalen Div 6,Bergumsskolan,Semir Aganspahic,Sebastian Ågren,https://stats.innebandy.se/sasong/43/serie/38817/match/1531167
2024-09-21,18:00,SSL - Svenska Superligan Herrar,FBC Kalmarsund,Pixbo IBK,TTM hallen,Simon Broman,Martin Matti,https://stats.innebandy.se/sasong/43/serie/37998/match/1453475
2024-09-21,14:00,Allsvenskan Damer Södra,Landvetter IBK,IBK Lockerud Mariestad,Pinntorps Idrottshall,Richard Claesson,Henrik Carlsson,https://stats.innebandy.se/sasong/43/serie/37995/match/1454323
2024-09-21,14:00,Allsvenskan Damer Södra,FBC Partille,Rönnby Västerås IBK Ungdom,Partillebohallen,Gabriel Adolfsson,Christian Jensen,https://stats.innebandy.se/sasong/43/serie/37995/match/1454326
2024-09-21,17:00,Allsvenskan Herrar,FBC Lerum,Karlstad IBF,Lerum Arena A,Josefine Hedelind,Daniel Hultberg,https://stats.innebandy.se/sasong/43/serie/37996/match/1453027
2024-09-21,14:00,Division 1 Herrar Västra Götaland,Lindås IBK,Gränna AIS,Lindås Waves Arena,Tobias Anderberg,Jacob Johansson,https://stats.innebandy.se/sasong/43/serie/38003/match/1453787
2024-09-21,15:00,Division 1 Herrar Västra Götaland,Floda IBK,FBC Partille,Nova Floda Sportcenter A-hall,Albert Enlund,Petter Enlund,https://stats.innebandy.se/sasong/43/serie/38003/match/1453788
2024-09-21,13:00,DM Herrar Grupp 2,Mölndals IBF H2,Frölunda IBK H2,Frölunda Kulturhus,Adam Jällfält,Goran Kuduzovic,https://stats.innebandy.se/sasong/43/serie/39267/match/1536590
2024-09-21,16:00,Juniorallsvenskan G DJ18,Pixbo IBF,Ale IBF,Wallenstam Arena A,Jesper Björklund Greter,Sebastian Kiejs,https://stats.innebandy.se/sasong/43/serie/38754/match/1485218
2024-09-21,13:00,Juniorallsvenskan H HJ18,IBK Lidköping/Skara IBK,IBK Göteborg,"Idrottens hus T2, Lidköping",Martin Söderström,Daniel Envall,https://stats.innebandy.se/sasong/43/serie/38706/match/1483837
2024-09-21,15:00,Juniorallsvenskan H HJ18,Fritsla IF,Landvetter IBK,"Kungabergshallen, Fritsla",Christian Ragnevi,David Karlsson,https://stats.innebandy.se/sasong/43/serie/38706/match/1483834
2024-09-21,13:00,Juniorallsvenskan I HJ18,Varla IBK,Lindås IBF,Lindälvshallen,Christoffer Söderström,Marcus Yngvesson,https://stats.innebandy.se/sasong/43/serie/38708/match/1483927
2024-09-21,16:30,Juniorallsvenskan I HJ18,Lindås IBK/Särö IBK,Åstorp/Kvidinge IBS,Lindås Waves Arena,Linda Lindskog,Sandra Lindskog,https://stats.innebandy.se/sasong/43/serie/38708/match/1483929
2024-09-21,10:15,Onyxcupen Flickor Röd Grupp A,Pinntorp IBF,Onyx IBS F11/12,Rosvalla B-hall,Amanda Sigurbjörnsson,Tindra Sigurbjörnsson,https://stats.innebandy.se/sasong/43/serie/39209/match/1535252
2024-09-21,17:45,Onyxcupen Flickor Röd Grupp A,Trosa Edanö IBK,Pinntorp IBF,Rosvalla C-hall,Amanda Sigurbjörnsson,Tindra Sigurbjörnsson,https://stats.innebandy.se/sasong/43/serie/39209/match/1535254
2024-09-21,14:30,Träningsmatcher damer,Mölndals IBF Dam,Pixbo IBF Damakademi,Streteredsskolan,Roger Zahnér,Torbjörn Zahner,https://stats.innebandy.se/sasong/43/serie/38818/match/1535597
2024-09-21,15:30,Träningsmatcher flickor,IBF Älvstranden DJ,FBC Partille F Akademi,Santoshallen,Christer Carlberg,Mats Sällberg,https://stats.innebandy.se/sasong/43/serie/38816/match/1536566
2024-09-21,14:30,Träningsmatcher herrar,IBK Göteborg H2,Ingelstad IBK,Lundenhallen,Adnan Tongur,Hajrudin Begic,https://stats.innebandy.se/sasong/43/serie/38817/match/1537684
2024-09-21,12:00,Träningsmatcher pojkar,IBF Backadalen P10,FBC Lerum P10T,Tuve Sporthall,Mathias Hannu,Mattias Strid,https://stats.innebandy.se/sasong/43/serie/38815/match/1535988
2024-09-21,14:00,Träningsmatcher SBIBF Dam,Husqvarna IK (D1),FBC Lerum,Huskvarna Sportcenter Sporthall,Jonny Nilsson,Kim Westlund,https://stats.innebandy.se/sasong/43/serie/38947/match/1536667
2024-09-22,16:00,SSL - Svenska Superligan Damer,KAIS Mora IF,Pixbo IBK,Bilkompaniet Arena,Philip Aronsson-Elffors,Roger Nilsson,https://stats.innebandy.se/sasong/43/serie/37999/match/1453160
