Datum,Tid,Serie,Hemmalag,Bortalag,Arena,Domare1,Domare2,url
2024-04-06,12:45,FPC F 2012 grupp A,Hovshaga AIF 3,Pixbo IBK Röd,"FPC Torpshallen, Homerunners",Oskar Ekelund,William Idh,https://stats.innebandy.se/sasong/43/serie/37087/match/1444851
2024-04-06,13:30,FPC F 2012 grupp A,FBC Lerum Svart,Hovshaga AIF 2,"FPC Torpshallen, Homerunners",Oskar Ekelund,William Idh,https://stats.innebandy.se/sasong/43/serie/37087/match/1444853
2024-04-06,14:15,FPC F 2012 grupp A,FBC Lerum Röd,Månsarps IBK Vit,"FPC Torpshallen, Homerunners",Andreas Karlsson,Nelly Karlsson Quaade,https://stats.innebandy.se/sasong/43/serie/37087/match/1444855
2024-04-06,15:45,FPC F 2012 grupp A,Månsarps IBK Lila,IBF Älvstranden,"FPC Jönköping Idrottshus B-hall, ICA Klostergatan",Kajsa Danvall,Sune Broms,https://stats.innebandy.se/sasong/43/serie/37087/match/1444858
2024-04-06,15:45,FPC F 2012 grupp A,Pixbo IBK Vit,Ingelstad IBK,"FPC Torpshallen, Homerunners",Andreas Karlsson,Nelly Karlsson Quaade,https://stats.innebandy.se/sasong/43/serie/37087/match/1444859
2024-04-06,17:15,FPC F 2012 grupp A,Hovshaga AIF 1,FBC Lerum Röd,"FPC Jönköping Idrottshus B-hall, ICA Klostergatan",Peter Nykvist,Felix Kratz,https://stats.innebandy.se/sasong/43/serie/37087/match/1444862
2024-04-06,18:00,FPC F 2012 grupp A,Pixbo IBK Röd,Onsala IBK,"FPC Jönköping Idrottshus B-hall, ICA Klostergatan",Peter Nykvist,Felix Kratz,https://stats.innebandy.se/sasong/43/serie/37087/match/1444866
2024-04-06,18:45,FPC F 2012 grupp A,FBC Lerum Svart,IBF Tranås,"FPC Jönköping Idrottshus B-hall, ICA Klostergatan",Axel Wilsson Eng,Olle Ahnström,https://stats.innebandy.se/sasong/43/serie/37087/match/1444869
2024-04-06,19:30,FPC F 2012 grupp A,Pixbo IBK Vit,IBF Älvstranden,"FPC Jönköping Idrottshus B-hall, ICA Klostergatan",Axel Wilsson Eng,Olle Ahnström,https://stats.innebandy.se/sasong/43/serie/37087/match/1444872
2024-04-06,10:30,FPC F2010 grupp A,Dingle AIK,Malmhaug IBF,"FPC Huskvarna Sportcenter Gymnastikhall, Husqvarna AB",Andreas Ekstrand,Jonas Malmborg,https://stats.innebandy.se/sasong/43/serie/37125/match/1443909
2024-04-06,16:20,FPC F2010 grupp A,Dingle AIK,Växjö IBK U,"FPC Hisingstorpshallen, Myran",Oskar Ekelund,Mikael Pettersson,https://stats.innebandy.se/sasong/43/serie/37125/match/1443912
2024-04-06,13:00,FPC F2010 grupp E,IBK Kungälv,Jönköpings IK,"FPC Jönköping Idrottshus Arenan, Stenbergs",Peter Nykvist,Felix Kratz,https://stats.innebandy.se/sasong/43/serie/37129/match/1443933
2024-04-06,17:10,FPC F2010 grupp E,IBK Kungälv,Karlskoga IBF,"FPC KFUM Sporthall, Elkedjan",Jan Blohm,Andreas Rundqvist,https://stats.innebandy.se/sasong/43/serie/37129/match/1443936
2024-04-06,12:10,FPC F2010 grupp F,Hultsberg IBF,Stenungsunds IBK,"FPC Huskvarna Sportcenter Gymnastikhall, Husqvarna AB",Jonny Nilsson,Nicklas Bard,https://stats.innebandy.se/sasong/43/serie/37130/match/1443939
2024-04-06,18:50,FPC F2010 grupp F,Hovslätts IK,Stenungsunds IBK,"FPC Jönköping Idrottshus A-hall, Euromaskin",Andreas Ekstrand,Jonas Malmborg,https://stats.innebandy.se/sasong/43/serie/37130/match/1443941
2024-04-06,09:40,FPC F2011 grupp D,Landvetter IBK,Gransholms IF,"FPC Hisingstorpshallen, Myran",Kevin Kempe,Mikael Pettersson,https://stats.innebandy.se/sasong/43/serie/37134/match/1444092
2024-04-06,14:40,FPC F2011 grupp D,IBK Lockerud Mariestad Vit,Landvetter IBK,"FPC Jönköping Idrottshus A-hall, Euromaskin",Hani Mousaviyan-Utter,Mikael Björkman,https://stats.innebandy.se/sasong/43/serie/37134/match/1444094
2024-04-06,08:00,FPC P2010 grupp A,FBC Vinga,Jönköpings IK Vit,"FPC KFUM Sporthall, Elkedjan",Jan Blohm,Andreas Rundqvist,https://stats.innebandy.se/sasong/43/serie/37135/match/1444301
2024-04-06,13:50,FPC P2010 grupp A,FBC Vinga,Västerås IBS Ung,"FPC Huskvarna Sportcenter Sporthall, Carlfors Bruk",Pontus Knutsson,Sebastian Kullander,https://stats.innebandy.se/sasong/43/serie/37135/match/1444304
2024-04-06,11:20,FPC P2010 grupp B,Mullsjö AIS,FBC Lerum U,"FPC Huskvarna Sportcenter Sporthall, Carlfors Bruk",Kim Westlund,Pontus Hildinge Mickelsson,https://stats.innebandy.se/sasong/43/serie/37136/match/1444308
2024-04-06,17:10,FPC P2010 grupp B,FBC Lerum U,Ingelstad IBK,"FPC Jönköping Idrottshus D-hall, Hooks Herrgård",Antonio Maric,Joakim Palmér,https://stats.innebandy.se/sasong/43/serie/37136/match/1444309
2024-04-06,08:00,FPC P2010 grupp D,Aneby SK,Kärra IBK P10,"FPC Huskvarna Sportcenter Sporthall, Carlfors Bruk",Bujar Kuroshi,Elmar Delimehic,https://stats.innebandy.se/sasong/43/serie/37138/match/1444317
2024-04-06,12:10,FPC P2010 grupp D,Kärra IBK P10,Tofta GIF,"FPC KFUM Sporthall, Elkedjan",Anders A Nilsson,Adam Nikolausson,https://stats.innebandy.se/sasong/43/serie/37138/match/1444319
2024-04-06,18:00,FPC P2010 grupp D,Kärra IBK P10,Växjö IBK U Blå,"FPC Jönköping Idrottshus Arenan, Stenbergs",Engla Spjut,Therese Spjut,https://stats.innebandy.se/sasong/43/serie/37138/match/1444322
2024-04-06,13:00,FPC P2010 grupp F,Hovslätts IK,IBK Kungälv,"FPC Huskvarna Sportcenter Gymnastikhall, Husqvarna AB",Jonny Nilsson,Nicklas Bard,https://stats.innebandy.se/sasong/43/serie/37140/match/1444331
2024-04-06,19:40,FPC P2010 grupp F,Fröjereds IBF,IBK Kungälv,"FPC Jönköping Idrottshus Arenan, Stenbergs",Pontus Knutsson,Sebastian Kullander,https://stats.innebandy.se/sasong/43/serie/37140/match/1444333
2024-04-06,12:10,FPC P2010 grupp G,Fagerhult Habo IBK U,Mölndals IBF,"FPC Hisingstorpshallen, Myran",Pontus Knutsson,Sebastian Kullander,https://stats.innebandy.se/sasong/43/serie/37141/match/1444337
2024-04-06,18:50,FPC P2010 grupp G,Craftstadens IBK,Mölndals IBF,"FPC Jönköping Idrottshus D-hall, Hooks Herrgård",Christopher Skäär,Oskar Kedmalm,https://stats.innebandy.se/sasong/43/serie/37141/match/1444339
2024-04-06,08:50,FPC P2011 grupp C,Myggenäs IBK,Väckelsångs IK,"FPC Jönköping Idrottshus Arenan, Stenbergs",Kajsa Danvall,Sune Broms,https://stats.innebandy.se/sasong/43/serie/37145/match/1444207
2024-04-06,14:40,FPC P2011 grupp C,Myggenäs IBK,Växjö IBK U 1,"FPC KFUM Sporthall, Elkedjan",Simon Bolmvik,Casper Karlsson,https://stats.innebandy.se/sasong/43/serie/37145/match/1444210
2024-04-06,08:00,FPC P2011 grupp D,Månsarps IBK Lila,Pixbo IBF,"FPC Jönköping Idrottshus D-hall, Hooks Herrgård",Simon Bolmvik,Casper Karlsson,https://stats.innebandy.se/sasong/43/serie/37146/match/1444212
2024-04-06,12:10,FPC P2011 grupp D,Pixbo IBF,Carlshamns IBK,"FPC Jönköping Idrottshus Arenan, Stenbergs",Peter Nykvist,Felix Kratz,https://stats.innebandy.se/sasong/43/serie/37146/match/1444214
2024-04-06,17:10,FPC P2011 grupp D,Forserums IF,Pixbo IBF,"FPC Huskvarna Sportcenter Gymnastikhall, Husqvarna AB",Bujar Kuroshi,Elmar Delimehic,https://stats.innebandy.se/sasong/43/serie/37146/match/1444216
2024-04-06,08:45,Pojkar 16 Grupp E,Pixbo IBF,IBF Falun Utveckling,Fortnox Arena B-hall,Tobias Anderberg,Jacob Johansson,https://stats.innebandy.se/sasong/43/serie/37324/match/1445896
2024-04-06,10:15,Pojkar 16 Grupp H,FBC Partille,IBF Borlänge,Fortnox Arena A-hall,Anton Fritshammar,Erik Palmertz,https://stats.innebandy.se/sasong/43/serie/37327/match/1445836
2024-04-06,14:45,Pojkar 16 Slutspel,Pixbo IBF,AIK IBF,Fortnox Arena A-hall,Tobias Anderberg,Jacob Johansson,https://stats.innebandy.se/sasong/43/serie/37339/match/1446468
2024-04-06,16:00,Pojkar 16 Slutspel,FBC Partille,Thorengruppen IBK,Tipshallen - Växjö 1,Maryan Hrabovuk,Andrii Semeniuk,https://stats.innebandy.se/sasong/43/serie/37339/match/1446471
2024-04-06,10:30,Västcupen Varla Nivå 1,Grunden Bois A,FUB Borås,Kungsbacka Sporthall A,Per Sundvall,Mohsen Gholami,https://stats.innebandy.se/sasong/43/serie/37754/match/1451318
2024-04-06,10:30,Västcupen Varla Nivå 1,Karlstad Innebandy,HIK KICK OFF,Kungsbacka Sporthall B,Thomas Roos,Dennis Jelse,https://stats.innebandy.se/sasong/43/serie/37754/match/1451319
2024-04-06,12:10,Västcupen Varla Nivå 1,HIK KICK OFF,Grunden Bois A,Kungsbacka Sporthall A,Kevin Hägerstrand,Oskar Hägerstrand,https://stats.innebandy.se/sasong/43/serie/37754/match/1451320
2024-04-06,12:10,Västcupen Varla Nivå 1,Karlstad Innebandy,FUB Borås,Kungsbacka Sporthall B,Thomas Roos,Dennis Jelse,https://stats.innebandy.se/sasong/43/serie/37754/match/1451321
2024-04-06,13:50,Västcupen Varla Nivå 1,Grunden Bois A,Karlstad Innebandy,Kungsbacka Sporthall A,Per Sundvall,Mohsen Gholami,https://stats.innebandy.se/sasong/43/serie/37754/match/1451322
2024-04-06,13:50,Västcupen Varla Nivå 1,HIK KICK OFF,FUB Borås,Kungsbacka Sporthall B,Thomas Roos,Dennis Jelse,https://stats.innebandy.se/sasong/43/serie/37754/match/1451323
2024-04-06,10:00,Västcupen Varla Nivå 2-3 Grupp 1,Jlif Mariestad,HGIF Tre Hjärtan,Kungsbacka Sporthall A,Kevin Hägerstrand,Oskar Hägerstrand,https://stats.innebandy.se/sasong/43/serie/37753/match/1451324
2024-04-06,10:00,Västcupen Varla Nivå 2-3 Grupp 1,FUB Borås,Grunden Bois,Kungsbacka Sporthall B,Emir Rajabi,Yao-Zu Galby,https://stats.innebandy.se/sasong/43/serie/37753/match/1451325
2024-04-06,11:40,Västcupen Varla Nivå 2-3 Grupp 1,Grunden Bois,Jlif Mariestad,Kungsbacka Sporthall A,Kevin Hägerstrand,Oskar Hägerstrand,https://stats.innebandy.se/sasong/43/serie/37753/match/1451326
2024-04-06,11:40,Västcupen Varla Nivå 2-3 Grupp 1,FUB Borås,HGIF Tre Hjärtan,Kungsbacka Sporthall B,Emir Rajabi,Yao-Zu Galby,https://stats.innebandy.se/sasong/43/serie/37753/match/1451327
2024-04-06,13:20,Västcupen Varla Nivå 2-3 Grupp 1,Jlif Mariestad,FUB Borås,Kungsbacka Sporthall A,Meron Garza,Mohsen Gholami,https://stats.innebandy.se/sasong/43/serie/37753/match/1451328
2024-04-06,13:20,Västcupen Varla Nivå 2-3 Grupp 1,Grunden Bois,HGIF Tre Hjärtan,Kungsbacka Sporthall B,Christer Carlberg,Mustafa Kalajdzisalihovic,https://stats.innebandy.se/sasong/43/serie/37753/match/1451329
2024-04-06,09:30,Västcupen Varla Nivå 2-3 Grupp 2,Falköping HIF,Pixbo IBK Stars,Kungsbacka Sporthall A,Kevin Hägerstrand,Oskar Hägerstrand,https://stats.innebandy.se/sasong/43/serie/37760/match/1451330
2024-04-06,09:30,Västcupen Varla Nivå 2-3 Grupp 2,IK Oddevold,Vara SK,Kungsbacka Sporthall B,Emir Rajabi,Yao-Zu Galby,https://stats.innebandy.se/sasong/43/serie/37760/match/1451331
2024-04-06,11:10,Västcupen Varla Nivå 2-3 Grupp 2,Vara SK,Falköping HIF,Kungsbacka Sporthall A,Per Sundvall,Mohsen Gholami,https://stats.innebandy.se/sasong/43/serie/37760/match/1451332
2024-04-06,11:10,Västcupen Varla Nivå 2-3 Grupp 2,IK Oddevold,Pixbo IBK Stars,Kungsbacka Sporthall B,Emir Rajabi,Yao-Zu Galby,https://stats.innebandy.se/sasong/43/serie/37760/match/1451333
2024-04-06,12:50,Västcupen Varla Nivå 2-3 Grupp 2,Falköping HIF,IK Oddevold,Kungsbacka Sporthall A,Per Sundvall,Meron Garza,https://stats.innebandy.se/sasong/43/serie/37760/match/1451334
2024-04-06,12:50,Västcupen Varla Nivå 2-3 Grupp 2,Vara SK,Pixbo IBK Stars,Kungsbacka Sporthall B,Christer Carlberg,Mustafa Kalajdzisalihovic,https://stats.innebandy.se/sasong/43/serie/37760/match/1451335
2024-04-06,14:30,Västcupen Varla Nivå 2-3 Slutspel,3:An Grupp 1,Falköping HIF,Kungsbacka Sporthall A,Meron Garza,Mohsen Gholami,https://stats.innebandy.se/sasong/43/serie/37759/match/1451360
2024-04-06,14:30,Västcupen Varla Nivå 2-3 Slutspel,4:An Grupp 1,Pixbo IBK Stars,Kungsbacka Sporthall B,Christer Carlberg,Mustafa Kalajdzisalihovic,https://stats.innebandy.se/sasong/43/serie/37759/match/1451361
2024-04-06,15:00,Västcupen Varla Nivå 2-3 Slutspel,HGIF Tre Hjärtan,Vara SK,Kungsbacka Sporthall A,Per Sundvall,Meron Garza,https://stats.innebandy.se/sasong/43/serie/37759/match/1451358
2024-04-06,15:00,Västcupen Varla Nivå 2-3 Slutspel,FUB Borås,IK Oddevold,Kungsbacka Sporthall B,Christer Carlberg,Mustafa Kalajdzisalihovic,https://stats.innebandy.se/sasong/43/serie/37759/match/1451359
2024-04-06,10:10,Västcupen Varla Nivå 4 Grupp 1,FBC Lerum Team Unik,Grunden Bois D,Skårbyhallen,Alfred Andersson,,https://stats.innebandy.se/sasong/43/serie/37756/match/1451336
2024-04-06,10:30,Västcupen Varla Nivå 4 Grupp 1,IK Oddevold,IBK Kungälv Kings,Skårbyhallen,Axel Backlund,,https://stats.innebandy.se/sasong/43/serie/37756/match/1451337
2024-04-06,11:30,Västcupen Varla Nivå 4 Grupp 1,IBK Kungälv Kings,FBC Lerum Team Unik,Skårbyhallen,Axel Backlund,,https://stats.innebandy.se/sasong/43/serie/37756/match/1451338
2024-04-06,11:50,Västcupen Varla Nivå 4 Grupp 1,IK Oddevold,Grunden Bois D,Skårbyhallen,Gustav Johansson,,https://stats.innebandy.se/sasong/43/serie/37756/match/1451339
2024-04-06,12:30,Västcupen Varla Nivå 4 Grupp 1,IBK Kungälv Kings,Grunden Bois D,Skårbyhallen,Alfred Andersson,,https://stats.innebandy.se/sasong/43/serie/37756/match/1451341
2024-04-06,12:50,Västcupen Varla Nivå 4 Grupp 1,FBC Lerum Team Unik,IK Oddevold,Skårbyhallen,Gustav Johansson,,https://stats.innebandy.se/sasong/43/serie/37756/match/1451340
2024-04-06,09:30,Västcupen Varla Nivå 4 Grupp 2,Varla IBK Heroes,Grunden Bois C,Skårbyhallen,Axel Backlund,,https://stats.innebandy.se/sasong/43/serie/37755/match/1451348
2024-04-06,09:50,Västcupen Varla Nivå 4 Grupp 2,Falköping HIF,Vara SK,Skårbyhallen,Gustav Johansson,,https://stats.innebandy.se/sasong/43/serie/37755/match/1451349
2024-04-06,10:50,Västcupen Varla Nivå 4 Grupp 2,Vara SK,Varla IBK Heroes,Skårbyhallen,Gustav Johansson,,https://stats.innebandy.se/sasong/43/serie/37755/match/1451350
2024-04-06,11:10,Västcupen Varla Nivå 4 Grupp 2,Falköping HIF,Grunden Bois C,Skårbyhallen,Alfred Andersson,,https://stats.innebandy.se/sasong/43/serie/37755/match/1451351
2024-04-06,12:10,Västcupen Varla Nivå 4 Grupp 2,Vara SK,Grunden Bois C,Skårbyhallen,Axel Backlund,,https://stats.innebandy.se/sasong/43/serie/37755/match/1451353
2024-04-06,13:10,Västcupen Varla Nivå 4 Grupp 2,Varla IBK Heroes,Falköping HIF,Skårbyhallen,Alfred Andersson,,https://stats.innebandy.se/sasong/43/serie/37755/match/1451352
2024-04-06,14:30,Västcupen Varla Nivå 4 Slutspel,IK Oddevold,Falköping HIF,Skårbyhallen,Axel Backlund,Gustav Johansson,https://stats.innebandy.se/sasong/43/serie/37761/match/1451357
2024-04-06,14:50,Västcupen Varla Nivå 4 Slutspel,FBC Lerum Team Unik,Vara SK,Skårbyhallen,Alfred Andersson,Axel Backlund,https://stats.innebandy.se/sasong/43/serie/37761/match/1451356
2024-04-06,15:10,Västcupen Varla Nivå 4 Slutspel,Grunden Bois D,Grunden Bois C,Skårbyhallen,Alfred Andersson,Gustav Johansson,https://stats.innebandy.se/sasong/43/serie/37761/match/1451355
2024-04-06,15:30,Västcupen Varla Nivå 4 Slutspel,IBK Kungälv Kings,Varla IBK Heroes,Skårbyhallen,Axel Backlund,Gustav Johansson,https://stats.innebandy.se/sasong/43/serie/37761/match/1451354
2024-04-07,13:00,Flickor 16 Pl. 5-8,Växjö IBK Utveckling,Landvetter IBK,Fortnox Arena A-hall,Alvin Andersson,Felix Jonsson,https://stats.innebandy.se/sasong/43/serie/37334/match/1446177
2024-04-07,09:00,FPC F 2012 grupp A,FBC Lerum Röd,Malmhaug IBF,"FPC Torpshallen, Homerunners",Oskar Ekelund,William Idh,https://stats.innebandy.se/sasong/43/serie/37087/match/1444879
2024-04-07,09:45,FPC F 2012 grupp A,Pixbo IBK Vit,Husqvarna IK Vit,"FPC Jönköping Idrottshus B-hall, ICA Klostergatan",Andreas Karlsson,Nelly Karlsson Quaade,https://stats.innebandy.se/sasong/43/serie/37087/match/1444881
2024-04-07,10:30,FPC F 2012 grupp A,Hovmantorps GOIF,FBC Lerum Svart,"FPC Jönköping Idrottshus B-hall, ICA Klostergatan",Kajsa Danvall,Sune Broms,https://stats.innebandy.se/sasong/43/serie/37087/match/1444886
2024-04-07,11:15,FPC F 2012 grupp A,Pixbo IBK Röd,Månsarps IBK Vit,"FPC Jönköping Idrottshus B-hall, ICA Klostergatan",Kajsa Danvall,Sune Broms,https://stats.innebandy.se/sasong/43/serie/37087/match/1444890
2024-04-07,11:15,FPC F 2012 grupp A,Husqvarna IK Svart,IBF Älvstranden,"FPC Torpshallen, Homerunners",Alex Lafourcade,Jonathan Kjellberg,https://stats.innebandy.se/sasong/43/serie/37087/match/1444892
2024-04-07,08:00,FPC F2010 B-slutspel,Dingle AIK,Gnosjö IBK,"FPC KFUM Sporthall, Elkedjan",Hani Mousaviyan-Utter,Mikael Björkman,https://stats.innebandy.se/sasong/43/serie/37178/match/1443966
2024-04-07,08:00,FPC F2010 B-slutspel,Stenungsunds IBK,Fröjereds IBF,"FPC Fagerslätt Idrottshall, Henrix",Andreas Ekstrand,Jonas Malmborg,https://stats.innebandy.se/sasong/43/serie/37178/match/1443968
2024-04-07,11:20,FPC F2010 B-slutspel,IBK Kungälv,Stenungsunds IBK,"FPC Jönköping Idrottshus Arenan, Stenbergs",Pontus Knutsson,Sebastian Kullander,https://stats.innebandy.se/sasong/43/serie/37178/match/1443975
2024-04-07,13:50,FPC F2010 B-slutspel,IBK Kungälv,Ingelstad IBK,"FPC Hisingstorpshallen, Myran",Hani Mousaviyan-Utter,Mikael Björkman,https://stats.innebandy.se/sasong/43/serie/37178/match/1443978
2024-04-07,17:10,FPC F2010 B-slutspel,Bankeryds SMK,IBK Kungälv,"FPC Jönköping Idrottshus Arenan, Stenbergs",Andreas Karlsson,Nelly Karlsson Quaade,https://stats.innebandy.se/sasong/43/serie/37178/match/1443980
2024-04-07,10:30,FPC F2011 B-slutspel,Grästorps IBK,Landvetter IBK,"FPC Jönköping Idrottshus Arenan, Stenbergs",Frans Sundberg,Safaa Abdulaal,https://stats.innebandy.se/sasong/43/serie/37182/match/1444158
2024-04-07,14:40,FPC F2011 B-slutspel,IBK Lockerud Mariestad Röd,Landvetter IBK,"FPC Huskvarna Sportcenter Sporthall, Carlfors Bruk",Kim Westlund,Pontus Hildinge Mickelsson,https://stats.innebandy.se/sasong/43/serie/37182/match/1444162
2024-04-07,08:50,FPC P2010 A-slutspel,Hultsberg IBF,FBC Vinga,"FPC Huskvarna Sportcenter Sporthall, Carlfors Bruk",Pontus Knutsson,Sebastian Kullander,https://stats.innebandy.se/sasong/43/serie/37186/match/1444367
2024-04-07,13:00,FPC P2010 A-slutspel,FBC Vinga,Fagerhult Habo IBK U,"FPC Hisingstorpshallen, Myran",Hani Mousaviyan-Utter,Mikael Björkman,https://stats.innebandy.se/sasong/43/serie/37186/match/1444371
2024-04-07,08:00,FPC P2010 B-slutspel,S/W 2010 IBK,IBK Kungälv,"FPC Jönköping Idrottshus D-hall, Hooks Herrgård",Engla Spjut,Therese Spjut,https://stats.innebandy.se/sasong/43/serie/37187/match/1444377
2024-04-07,08:00,FPC P2010 B-slutspel,Kärra IBK P10,FBC Karlskrona,"FPC Hisingstorpshallen, Myran",Kim Westlund,Pontus Hildinge Mickelsson,https://stats.innebandy.se/sasong/43/serie/37187/match/1444378
2024-04-07,08:50,FPC P2010 B-slutspel,Mölndals IBF,FBC Lerum U,"FPC Jönköping Idrottshus A-hall, Euromaskin",Jan Blohm,Andreas Rundqvist,https://stats.innebandy.se/sasong/43/serie/37187/match/1444381
2024-04-07,13:00,FPC P2010 B-slutspel,FBC Karlskrona,IBK Kungälv,"FPC Huskvarna Sportcenter Gymnastikhall, Husqvarna AB",Simon Bolmvik,Casper Karlsson,https://stats.innebandy.se/sasong/43/serie/37187/match/1444384
