Datum,Tid,Serie,Hemmalag,Bortalag,Arena,Domare1,Domare2,url
2025-04-01,18:30,Damer Kvartsfinalserie 4 - SSL,Pixbo IBK,Malmö FBC,Wallenstam Arena A,Jörgen Andersson,Kevin Cardell,https://stats.innebandy.se/sasong/43/serie/40489/match/1567646
2025-04-01,19:30,Kval till Allsv Herr Semifinal F,FBC Partille,Lindås IBK,Partillebohallen,Fredrik Billemark,Viktor Bringstam,https://stats.innebandy.se/sasong/43/serie/40573/match/1567632
2025-04-01,18:00,Träningsmatcher flickor,Eken IBK F09/10,Varla IBK F09/10,Ekenhallen 1,Linus Bolmstedt,Per Sundvall,https://stats.innebandy.se/sasong/43/serie/38816/match/1568296
2025-04-02,19:30,Klubbhuset Herrar Div. 6,Myggenäs IBK H6,Orust IBK H6,Häggvallsskolan,Hajrudin Begic,Adnan Tongur,https://stats.innebandy.se/sasong/43/serie/38223/match/1527680
2025-04-02,19:00,Herrar Kvartsfinalserie 3 - SSL,FBC Kalmarsund,Pixbo IBK,TTM hallen,David Geiser Mellkvist,Peter Novakovic,https://stats.innebandy.se/sasong/43/serie/40484/match/1566801
2025-04-02,20:30,Träningsmatcher pojkar,FBC Lerum Utveckling P10,Kärra IBK P10 Röd,Hjällsnäshallen A-hallen,Tage Sandquist,Måns Eliason,https://stats.innebandy.se/sasong/43/serie/38815/match/1568366
2025-04-03,19:00,Klubbhuset Damer Div. 3,Burås IK D3,Ale IBF D3,Svingelns Sporthall,Thomas Johansson,Goran Kuduzovic,https://stats.innebandy.se/sasong/43/serie/38227/match/1475806
2025-04-04,20:16,Klubbhuset Herrar Div. 6,IBF Backadalen H6,Lindome IBK H6,Tuve Sporthall,Linus Backlund,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/38223/match/1527678
2025-04-04,18:30,Flickor 16 Grupp B,FC Dalen,Lindås IBK/Lindås IBF,IFU Arena DHinox (D),Emilia Risberg,Rebecka Risberg,https://stats.innebandy.se/sasong/43/serie/40199/match/1562982
2025-04-04,17:15,Flickor 16 Grupp C,IBK Lockerud Mariestad,Pixbo IBF,IFU Arena Tell Media Group (B),Edvin Lindelöf,Petter Lundgren,https://stats.innebandy.se/sasong/43/serie/40200/match/1562994
2025-04-04,00:41,Herrar Kvartsfinalserie 3 - SSL,Pixbo IBK,FBC Kalmarsund,Wallenstam Arena A,Glenn Boström,Håkan Söderman,https://stats.innebandy.se/sasong/43/serie/40484/match/1566802
2025-04-04,19:45,Pojkar 16 Grupp E,FBC Partille,Warberg IBF,IFU Arena DHinox (D),Kevin Karlsson,Kalle Svensson,https://stats.innebandy.se/sasong/43/serie/40202/match/1563055
2025-04-04,19:45,Pojkar 16 Grupp G,Lindås IBF,Munka-Ljungby IBK,IFU Arena Tell Media Group (B),Filip Karlsson,Johan Oxenmyr,https://stats.innebandy.se/sasong/43/serie/40204/match/1563068
2025-04-05,13:00,Klubbhuset Damer Div. 3,Pinntorp IBF D3,FBC Lerum Utveckling D3,Pinntorps Idrottshall,Robin Boqvist,Mustafa Kalajdzisalihovic,https://stats.innebandy.se/sasong/43/serie/38227/match/1475810
2025-04-05,09:45,Flickor 16 Grupp B,Lindås IBK/Lindås IBF,Onsala IBK,IFU Arena DHinox (D),Filip Karlsson,Johan Oxenmyr,https://stats.innebandy.se/sasong/43/serie/40199/match/1562983
2025-04-05,14:45,Flickor 16 Grupp B,Lindås IBK/Lindås IBF,Huddinge IBS,IFU Arena Tell Media Group (B),Santiago Bedoya,Teodor Lundgren,https://stats.innebandy.se/sasong/43/serie/40199/match/1562986
2025-04-05,08:30,Flickor 16 Grupp C,Pixbo IBF,Karlstad IBF Ungdom,IFU Arena Mirva (E),Cevin Ivarsson,Pelle Verhulst,https://stats.innebandy.se/sasong/43/serie/40200/match/1562995
2025-04-05,13:30,Flickor 16 Grupp C,Pixbo IBF,Täby FC,IFU Arena DHinox (D),Emil Ahlström,Isac Lindell-Green,https://stats.innebandy.se/sasong/43/serie/40200/match/1562998
2025-04-05,19:00,Flickor 16 Pl. 9-12,Lindås IBK/Lindås IBF,Warberg IBF,IFU Arena Upplands Energi (C),Cevin Ivarsson,Pelle Verhulst,https://stats.innebandy.se/sasong/43/serie/40208/match/1563000
2025-04-05,18:45,Flickor 16 Slutspel,Pixbo IBF,Rönnby Västerås IBK Ungdom,IFU Arena DHinox (D),Emil Ahlström,Isac Lindell-Green,https://stats.innebandy.se/sasong/43/serie/40213/match/1563015
