Datum,Tid,Serie,Hemmalag,Bortalag,Arena,Domare1,Domare2,url
2025-02-01,14:00,Klubbhuset Damer Div. 2,Dingle AIK D2,Almås IBF D2,Munkedals Idrottshall,Roger Zahnér,Wessam Abdellrazek,https://stats.innebandy.se/sasong/43/serie/38226/match/1477660
2025-02-01,15:00,Klubbhuset Damer Div. 2,Mölndals IBF D2,FBC Vinga D2,Aktiviteten A-Hall,Tommy Runhammar,Thomas Andersson,https://stats.innebandy.se/sasong/43/serie/38226/match/1477661
2025-02-01,15:30,Klubbhuset Herrar Div. 2,Landvetter IBK H2,IBF Älvstranden H2,Pinntorps Idrottshall,Adnan Tongur,Hajrudin Begic,https://stats.innebandy.se/sasong/43/serie/38219/match/1476748
2025-02-01,17:00,Klubbhuset Herrar Div. 2,IK Zenith H2,IBK Göteborg H2,Björlanda Idrottshall,Aldin Hadziselmovic,Alexander Pavlovic,https://stats.innebandy.se/sasong/43/serie/38219/match/1476744
2025-02-01,15:00,Klubbhuset Herrar Div. 3,Stenungsunds IBK H3,Hovås IBK H3,Stenungsund Arena,Adnan Mehmedagic,Mattias Strid,https://stats.innebandy.se/sasong/43/serie/38220/match/1476879
2025-02-01,12:00,Klubbhuset Herrar Div. 4,Stenungsunds IBK H4,Sörgårdens IBF H4,Stenungsund Arena,Adnan Mehmedagic,Mattias Strid,https://stats.innebandy.se/sasong/43/serie/38221/match/1477057
2025-02-01,12:30,Klubbhuset Herrar Div. 4,Mölndals IBF H4,Öckerö IBK H4,Aktiviteten A-Hall,Håkan Krafft,Pierre Eberhard Berg,https://stats.innebandy.se/sasong/43/serie/38221/match/1477053
2025-02-01,17:00,Klubbhuset Herrar Div. 4,IBK Göteborg H4,Ale IBF H4,Torpahallen,Magnus Fredriksson,Alexander Warberg,https://stats.innebandy.se/sasong/43/serie/38221/match/1477058
2025-02-01,17:30,Klubbhuset Herrar Div. 4,Pinntorp IBF H4,IBK Kungälv H4,Pinntorps Idrottshall,Hajrudin Begic,Adnan Tongur,https://stats.innebandy.se/sasong/43/serie/38221/match/1477054
2025-02-01,14:00,Klubbhuset Herrar Div. 5,Frölunda IBK H5,Kärra IBK H5,Skyttesskolan,Felix Bark Peterson,Johan Ronge,https://stats.innebandy.se/sasong/43/serie/38222/match/1477232
