Datum,Tid,Serie,Hemmalag,Bortalag,Arena,Domare1,Domare2,url
2025-09-13,11:00,Träningsmatcher Herrar,Frölunda IBK H2,Jönköpings IK Utveckling,Sandeklevshallen,David Karlsson,Robin Boqvist,https://stats.innebandy.se/sasong/43/serie/41352/match/1643796
2025-09-13,11:00,Träningsmatcher Pojkar,Pixbo IBF HJAS,Fagerhult Habo IBK Ungdom JAS,Wallenstam Arena A,Jesper Björklund Greter,Oscar Skogsberg,https://stats.innebandy.se/sasong/43/serie/41411/match/1653131
2025-09-13,14:00,Träningsmatcher SBIBF Dam,Hovslätts IK D1,Lindås IBK DA,Jönköpings Idrottshus A-hall,Alexia Rasmussen,Emil Lindén,https://stats.innebandy.se/sasong/43/serie/41918/match/1641914
2025-09-13,16:00,Träningsmatcher Uppland,Alunda IBF Dam,Landvetter IBK Dam,Olandshallen,Jonas Nordqvist,Tony Nyberg,https://stats.innebandy.se/sasong/43/serie/41628/match/1649936
2025-09-14,13:00,Träningsmatcher 2025/2026,Warberg IBF Herr JAS,Floda IBK JAS,"Sparbanken Wictory Center, Stadaxplanen",Sven-Gunnar Niklasson,Jonas Söderberg,https://stats.innebandy.se/sasong/43/serie/41348/match/1645458
2025-09-14,16:00,Träningsmatcher 2025/2026,Varla IBK B / HJAS,IBK Göteborg J18,Lindälvshallen,Benjamin Olsen,Elin Idéhn,https://stats.innebandy.se/sasong/43/serie/41348/match/1655308
2025-09-14,17:30,Träningsmatcher Damer,Floda IBK D1,Fristads GoIF D1,Nova Floda Sportcenter A-hall,Yao-Zu Galby,Thomas Johansson,https://stats.innebandy.se/sasong/43/serie/41370/match/1648298
2025-09-14,14:30,Träningsmatcher Flickor,FBC Lerum Utveckling F12,Eken IBK F12/13,Rydsbergshallen,Senad Olevic,Per Sundvall,https://stats.innebandy.se/sasong/43/serie/41940/match/1644516
2025-09-14,13:30,Träningsmatcher Herrar,Orust IBK H3,IK Zenith H3,Ängås Idrottshall,Thorbjörn Mauritzen,Susanne Andersson,https://stats.innebandy.se/sasong/43/serie/41352/match/1652280
2025-09-14,11:30,Träningsmatcher Pojkar,Pixbo IBF P10,Borås IBF P08-10,Wallenstam Arena B,David Karlsson,,https://stats.innebandy.se/sasong/43/serie/41411/match/1650121
2025-09-14,15:15,Träningsmatcher Stockholm,Tyresö Trollbäcken IBK (DA),Landvetter IBK (DA),Tyresöhallen,Peter Hagelin,Andreas Persson Stenberg,https://stats.innebandy.se/sasong/43/serie/41621/match/1636381
2025-09-14,13:00,Träningsmatcher Västergötland,Tranemo IBK HII,Frölunda IBK H2,"Idrottshallen, Tranemo (Gamla)",,,https://stats.innebandy.se/sasong/43/serie/41871/match/1655025
2025-09-14,17:00,Träningsmatcher Västergötland,IBK Vänersborg Herr J,Herrestads AIF HJ,"Frigghallen, Vänersborg",Sven Persson,Daniel Envall,https://stats.innebandy.se/sasong/43/serie/41871/match/1653339
2025-09-15,19:15,Träningsmatcher Damer,Eken IBK Dam A,FBC Lerum Utveckling D2,Ekenhallen 1,Roger Zahnér,Pierre Eberhard Berg,https://stats.innebandy.se/sasong/43/serie/41370/match/1640822
2025-09-15,19:30,Träningsmatcher Pojkar,Pixbo IBF P11,Varla IBK P11 14-År,Wallenstam Arena A,Mustafa Kalajdzisalihovic,Gökhan Atay,https://stats.innebandy.se/sasong/43/serie/41411/match/1641954
2025-09-16,19:45,Träningsmatcher Damer,IBF Backadalen Damer,Guldhedens IK D2,Tuve Sporthall,Hajrudin Begic,Amir Huseinovic,https://stats.innebandy.se/sasong/43/serie/41370/match/1641479
2025-09-16,19:30,Träningsmatcher Herrar,IBK Kungälv H1,Kärra IBK H2,Mimershus A-hallen,Adnan Tongur,Alexander Pavlovic,https://stats.innebandy.se/sasong/43/serie/41352/match/1646581
2025-09-16,20:00,Träningsmatcher Herrar,Guldhedens IK H4,IBK Bergum 3A,Valhalla C-hall,Torbjörn Zahner,Goran Kuduzovic,https://stats.innebandy.se/sasong/43/serie/41352/match/1654675
2025-09-16,20:10,Träningsmatcher Herrar,IBF Älvstranden H2,IBK Kungälv H3,Santoshallen,Pierre Eberhard Berg,Christian Ragnevi,https://stats.innebandy.se/sasong/43/serie/41352/match/1645497
2025-09-16,20:30,Träningsmatcher Herrar,IBF Backadalen H1,Lindome IBK H2,Lundbyskolans sporthall A-hall,Christian Svärdström,Marcus Orrhult,https://stats.innebandy.se/sasong/43/serie/41352/match/1654128
2025-09-16,20:20,Träningsmatcher Pojkar,IBF Backadalen /IK Zenith JAS,IBK Göteborg HJAS,Torshallen,Senad Olevic,Wessam Abdellrazek,https://stats.innebandy.se/sasong/43/serie/41411/match/1646582
2025-09-17,19:45,Träningsmatcher 2025/2026,Varla IBK A,FBC Vinga A-Lag Herrar,Lindälvshallen,Benjamin Olsen,Dennis Jelse,https://stats.innebandy.se/sasong/43/serie/41348/match/1655310
2025-09-17,20:15,Träningsmatcher Herrar,Landvetter IBK H2,Borås IBF Herr,Pinntorps Idrottshall 1,Tommy Runhammar,Robin Boqvist,https://stats.innebandy.se/sasong/43/serie/41352/match/1640808
2025-09-17,18:15,Träningsmatcher Pojkar,IBK Bergum P14,Floda IBK P14,Bergumsskolan,Meja Edelman,Maja Wogel,https://stats.innebandy.se/sasong/43/serie/41411/match/1646573
2025-09-17,20:15,Träningsmatcher Pojkar,IBK Kungälv HJAS,Frölunda IBK JAS,Kastellegårdshallen,Adnan Tongur,Wessam Abdellrazek,https://stats.innebandy.se/sasong/43/serie/41411/match/1653334
2025-09-18,18:45,Träningsmatcher Flickor,IBK Kungälv DJ,Dingle AIK DJ,Kastellegårdshallen,Sebastian Ågren,Kristoffer Lind,https://stats.innebandy.se/sasong/43/serie/41940/match/1640930
2025-09-18,19:30,Träningsmatcher Västergötland,Fritsla IF A-Lag Herr,Burås IK Herrar,"Kungabergshallen, Fritsla",Alexander Blom,Harri Tjäder,https://stats.innebandy.se/sasong/43/serie/41871/match/1654614
2025-09-19,20:00,Juniorallsvenskan F DJ18,Jönköpings IK/Hovslätts IK,Pixbo IBF,Jönköpings Idrottshus Arenan,Joakim Palmér,Daniel Persson,https://stats.innebandy.se/sasong/43/serie/41554/match/1594265
2025-09-19,19:00,Juniorallsvenskan G HJ18,IBF Backadalen/IK Zenith,IBK Kungälv,Tuve Sporthall,Adnan Tongur,Hajrudin Begic,https://stats.innebandy.se/sasong/43/serie/41545/match/1591692
2025-09-19,19:30,Juniorallsvenskan G HJ18,Floda IBK,FBC Partille,Nova Floda Sportcenter A-hall,Christian Ragnevi,Robin Boqvist,https://stats.innebandy.se/sasong/43/serie/41545/match/1591690
2025-09-19,19:00,Träningsmatcher Flickor,IK Zenith F11/12,IBF Älvstranden F10,Björlanda Idrottshall,Ivan Ivanovic,Mustafa Kalajdzisalihovic,https://stats.innebandy.se/sasong/43/serie/41940/match/1655286
2025-09-19,19:00,Träningsmatcher Herrar,Surte IS IBK H4,IBF Backadalen Div 4,Bohushallen,Tobias Almroth,Jonathan Johansson,https://stats.innebandy.se/sasong/43/serie/41352/match/1652956
2025-09-19,19:00,Träningsmatcher Herrar,Mölndals IBF H2,Lindome IBK H2,Aktiviteten A-Hall,Adam Jällfält,Amir Huseinovic,https://stats.innebandy.se/sasong/43/serie/41352/match/1654131
2025-09-20,13:23,SSL - Svenska Superligan Herrar,Pixbo IBK,FBC Kalmarsund,Wallenstam Arena A,Frans Dahlstedt,Andreas Morelius,https://stats.innebandy.se/sasong/43/serie/40693/match/1571769
2025-09-20,13:23,SSL - Svenska Superligan Damer,Storvreta IBK,Pixbo IBK,IFU Arena A,Daniel Bäckner,Jonatan Svahn,https://stats.innebandy.se/sasong/43/serie/40695/match/1571585
2025-09-20,15:00,Allsvenskan Damer Södra,Lindome IBK,Landvetter IBK,Almåshallen A,Jesper Björklund Greter,Sebastian Kiejs,https://stats.innebandy.se/sasong/43/serie/40697/match/1570657
2025-09-20,14:00,Allsvenskan Herrar,Lindås IBK,Sundsvall FBC,Lindås Waves Arena,Philip Aronsson-Elffors,Joakim Mattsson,https://stats.innebandy.se/sasong/43/serie/40694/match/1570920
2025-09-20,16:00,Allsvenskan Herrar,Vetlanda IBF,FBC Lerum,Hasses Sportcenter OBOS-planen,Jesper Liedberg,Ola Nilsson,https://stats.innebandy.se/sasong/43/serie/40694/match/1570921
2025-09-20,14:00,Division 1 Herrar Västra Götaland,FBC Partille,IBK Lidköping,Partillebohallen,Josefine Hedelind,Stefan Olsson,https://stats.innebandy.se/sasong/43/serie/40701/match/1570524
2025-09-20,15:00,Division 1 Herrar Västra Götaland,Floda IBK,IBK Alingsås,Nova Floda Sportcenter A-hall,Christoffer Danielsson,Martin Johansson,https://stats.innebandy.se/sasong/43/serie/40701/match/1570526
2025-09-20,15:15,Division 1 Herrar Västra Götaland,IBK Göteborg,Fristads GoIF,Lundenhallen,Petter Enlund,Marcus Larsson,https://stats.innebandy.se/sasong/43/serie/40701/match/1570521
2025-09-20,17:00,Division 1 Herrar Västra Götaland,Särö IBK,Pixbo IBF,Kullavikshallen,Tobias Anderberg,Adam Kruse,https://stats.innebandy.se/sasong/43/serie/40701/match/1570523
2025-09-20,17:00,Division 1 Herrar Västra Götaland,IBF Backadalen,Mullsjö AIS Utveckling,Lundbyskolans sporthall A-hall,Christian Jensen,Peter Novakovic,https://stats.innebandy.se/sasong/43/serie/40701/match/1570525
2025-09-20,10:30,Fiskeby invitation Cup 2025 grupp B,Herrestads AIF,Linköping IBK Ungdom,Sandbyhovshallen,Patricio Boiardt,Fredrik Steisjö,https://stats.innebandy.se/sasong/43/serie/42483/match/1655686
2025-09-20,14:15,Fiskeby invitation Cup 2025 grupp B,Trosa Edanö IBK,Herrestads AIF,Sandbyhovshallen,Marthin Andersson,Joakim Bengtsson,https://stats.innebandy.se/sasong/43/serie/42483/match/1655688
2025-09-20,19:45,Fiskeby invitation Cup 2025 grupp B,Herrestads AIF,IS Saga U,Sandbyhovshallen,Lukas Rondahl,Joakim Bengtsson,https://stats.innebandy.se/sasong/43/serie/42483/match/1655690
2025-09-20,13:30,Träningsmatcher Damer,Mölndals IBF D2/3,IBF Backadalen Damer,Streteredsskolan,Marcus Orrhult,Alexander T Forsberg,https://stats.innebandy.se/sasong/43/serie/41370/match/1649394
2025-09-20,14:30,Träningsmatcher Damer,IBK Göteborg D2,Vinbergs IBS Dam,Torpahallen,Mats Sällberg,Albin Wennersten,https://stats.innebandy.se/sasong/43/serie/41370/match/1653128
2025-09-20,13:00,Träningsmatcher Herrar,Surte IS IBK H2,Almås IBF H2,Bohushallen,Mattias Strid,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/41352/match/1640757
2025-09-20,13:00,Träningsmatcher Herrar,IBK Kungälv H3,Sandö IBK Herr Div 3,Munkegärdehallen,Sebastian Ågren,Kristoffer Lind,https://stats.innebandy.se/sasong/43/serie/41352/match/1645821
2025-09-20,14:00,Träningsmatcher Herrar,IK Zenith H3,Göteborg City IBK H2,Björlanda Idrottshall,Wessam Abdellrazek,Mustafa Kalajdzisalihovic,https://stats.innebandy.se/sasong/43/serie/41352/match/1653882
2025-09-20,13:30,Träningsmatcher Pojkar,Floda IBK P11-12,IBK Kungälv P11,Rydsbergshallen,Noah Mellby,Alexander Miriandis,https://stats.innebandy.se/sasong/43/serie/41411/match/1655287
2025-09-20,14:30,Träningsmatcher Pojkar,FBC Lerum Utveckling P11,IBK Elfhög P11,Rydsbergshallen,Filip Boman,Noah Mellby,https://stats.innebandy.se/sasong/43/serie/41411/match/1655288
2025-09-20,15:30,Träningsmatcher Pojkar,FBC Lerum Utveckling P11,IBK Kungälv P11,Rydsbergshallen,Alexander Miriandis,Filip Boman,https://stats.innebandy.se/sasong/43/serie/41411/match/1655289
2025-09-20,16:30,Träningsmatcher Pojkar,Floda IBK P11-12,IBK Elfhög P11,Rydsbergshallen,Noah Mellby,Alexander Miriandis,https://stats.innebandy.se/sasong/43/serie/41411/match/1655290
2025-09-20,17:30,Träningsmatcher Pojkar,IBK Kungälv P11,IBK Elfhög P11,Rydsbergshallen,Filip Boman,Noah Mellby,https://stats.innebandy.se/sasong/43/serie/41411/match/1655291
2025-09-20,18:30,Träningsmatcher Pojkar,FBC Lerum Utveckling P11,Floda IBK P11-12,Rydsbergshallen,Alexander Miriandis,Filip Boman,https://stats.innebandy.se/sasong/43/serie/41411/match/1655292
2025-09-20,11:00,Träningsmatcher Västergötland,Sandareds IBS Herr,IBK Göteborg H4,Fredriksborgshallen,Pedram Koublani,David Karlsson,https://stats.innebandy.se/sasong/43/serie/41871/match/1644652
2025-09-21,15:00,SSL - Svenska Superligan Damer,IBK Dalen,FBC Partille,Umeå Energi Arena Vatten,Henrik Hultin-Öberg,Shari Tingman,https://stats.innebandy.se/sasong/43/serie/40695/match/1571582
2025-09-21,16:30,Division 1 Herrar Västra Götaland,IBK Kungälv,Fagerhult Habo IBK,Mimershus A-hallen,Petter Enlund,Marcus Larsson,https://stats.innebandy.se/sasong/43/serie/40701/match/1570522
2025-09-21,11:30,Fiskeby invitation Cup 2025 A slutspel,FBC Fiskeby,Herrestads AIF,Sandbyhovshallen,Anton Nilsson,Marthin Andersson,https://stats.innebandy.se/sasong/43/serie/42484/match/1655693
2025-09-21,11:30,Juniorallsvenskan G HJ18,IBK Lidköping/Skara IBK,IBK Göteborg,Idrottens hus i Lidköping,Pedram Koublani,Magnus Jansson,https://stats.innebandy.se/sasong/43/serie/41545/match/1591693
2025-09-21,17:00,Juniorallsvenskan G HJ18,Stenungsunds IBK,IBK Lockerud Mariestad,Stenungsund Arena,Mattias Strid,Adnan Mehmedagic,https://stats.innebandy.se/sasong/43/serie/41545/match/1591689
2025-09-21,15:15,Juniorallsvenskan H HJ18,Varla IBK,Landvetter IBK,Skårbyhallen,Eino Kozan,Christoffer Söderström,https://stats.innebandy.se/sasong/43/serie/41546/match/1591869
2025-09-21,16:00,Juniorallsvenskan H HJ18,Pixbo IBF/Pixbo IBK,Sandareds IBS/Fristad GoIF,Wallenstam Arena A,Adnan Tongur,Hajrudin Begic,https://stats.innebandy.se/sasong/43/serie/41546/match/1591872
2025-09-21,17:00,Juniorallsvenskan H HJ18,Lindås IBK/Lindås IBF,Borås IBF,Lindås Waves Arena,Sandra Lindskog,Linda Lindskog,https://stats.innebandy.se/sasong/43/serie/41546/match/1591871
2025-09-21,20:00,Träningsmatcher Damer,Landvetter IBK D3,Mölndals IBF D2/3,Önnerödshallen,Thomas Johansson,Robin Boqvist,https://stats.innebandy.se/sasong/43/serie/41370/match/1654676
2025-09-21,13:00,Träningsmatcher Flickor,Floda IBK / FBC Lerum Utveckling F10-11,IBK Kungälv F10-12,Nova Floda Sportcenter A-hall,Jonathan Johansson,Mohsen Gholami,https://stats.innebandy.se/sasong/43/serie/41940/match/1647474
2025-09-21,14:30,Träningsmatcher Flickor,FBC Lerum / Floda IBK Utveckling F10/11,IBK Kungälv F10-12,Nova Floda Sportcenter A-hall,Jonathan Johansson,Mohsen Gholami,https://stats.innebandy.se/sasong/43/serie/41940/match/1647456
2025-09-21,16:00,Träningsmatcher Herrar,Överby IBK H4,Dingle AIK H4,Nordby Supermarkethallen A-hallen,Martin Andersson,Susanne Andersson,https://stats.innebandy.se/sasong/43/serie/41352/match/1653881
2025-09-21,11:45,Träningsmatcher Pojkar,Mölndals IBF P16,Lindås IBK P16,Katrinebergshallen,Kevin Chalien,Tage Roos,https://stats.innebandy.se/sasong/43/serie/41411/match/1655312
2025-09-21,12:00,Träningsmatcher Pojkar,Överby IBK P12-14,Herrestads AIF P12,Nordby Supermarkethallen A-hallen,Martin Andersson,Susanne Andersson,https://stats.innebandy.se/sasong/43/serie/41411/match/1654130
