Datum,Tid,Serie,Hemmalag,Bortalag,Arena,Domare1,Domare2,url
2025-08-22,19:00,Träningsmatcher Herrar,Pixbo IBK,Hovslätts IK A Herr,Wallenstam Arena A,Andreas Lybacken,David Geiser Mellkvist,https://stats.innebandy.se/sasong/43/serie/41352/match/1572476
2025-08-23,16:00,Svenska Cupen Damer Omg 1,Landvetter IBK,Fristads GoIF,Pinntorps Idrottshall 1,Stefan Olsson,Jacob Johansson,https://stats.innebandy.se/sasong/43/serie/41377/match/1574630
2025-08-23,12:00,Träningsmatcher 2025/2026,Warberg IBF Herr JAS,IBF Backadalen H1,"Sparbanken Wictory Center, Unihocplanen",Alexander T Forsberg,Oscar Skogsberg,https://stats.innebandy.se/sasong/43/serie/41348/match/1631650
2025-08-23,16:00,Träningsmatcher Damer,Lindome IBK Allsv,IBK Vänersborg Dam A,Almåshallen A,Alexander T Forsberg,Hampus Räffling,https://stats.innebandy.se/sasong/43/serie/41370/match/1644500
2025-08-23,14:00,Träningsmatcher Flickor,FBC Lerum Utveckling DJAS,Onsala IBK JAS,Rydsbergshallen,Goran Kuduzovic,Alexander Rydqvist,https://stats.innebandy.se/sasong/43/serie/41940/match/1625297
2025-08-23,13:00,Träningsmatcher Herrar,Lindome IBK H2,IBK Göteborg H1,Almåshallen A,Gabriel Adolfsson,Marcus Larsson,https://stats.innebandy.se/sasong/43/serie/41352/match/1643797
2025-08-23,14:00,Träningsmatcher Herrar,Floda IBK H1,IBK Lockerud Mariestad H2,Nova Floda Sportcenter A-hall,Wessam Abdellrazek,Robin Boqvist,https://stats.innebandy.se/sasong/43/serie/41352/match/1640761
2025-08-23,15:30,Träningsmatcher Herrar,Stenungsunds IBK H2,IBK Vänersborg Herr A,Hallernas Idrottshall,Linus Backlund,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/41352/match/1640800
2025-08-23,11:30,Träningsmatcher Pojkar,Munka-Ljungby IBK P10,Kärra IBK P10,Munkahallen,Christian Nilsson,Kjell-Åke Olsson,https://stats.innebandy.se/sasong/43/serie/41910/match/1640737
2025-08-23,15:30,Träningsmatcher Pojkar,FBC Engelholm P10,Kärra IBK P10 Röd,Ängelholms Idrottshall,Kjell-Åke Olsson,Christian Nilsson,https://stats.innebandy.se/sasong/43/serie/41910/match/1641587
2025-08-23,12:00,Träningsmatcher Västergötland,Fristads GoIF Div 1,FBC Partille H1,"Daltorphallen, Borås",,,https://stats.innebandy.se/sasong/43/serie/41871/match/1641143
2025-08-23,15:00,Träningsmatcher Västergötland,IBK Lockerud Mariestad DA,Lindås IBK Dam,"ICA-kvantum hallen, Mariestad",Martin Söderström,Daniel Envall,https://stats.innebandy.se/sasong/43/serie/41871/match/1644513
2025-08-24,15:00,Svenska Cupen Herrar Omg 2 Grupp F,Fröjereds IBF,FBC Lerum,"Sparbankshallen, T-holm",Josefine Hedelind,Christian Jensen,https://stats.innebandy.se/sasong/43/serie/41396/match/1574674
2025-08-24,15:00,Träningsmatcher 2025/2026,Varla IBK HU-Lag,Lindome IBK/Almås IBK U-16,Lindälvshallen,Emil Höglund,Harry Forsén,https://stats.innebandy.se/sasong/43/serie/41348/match/1644561
2025-08-24,17:15,Träningsmatcher 2025/2026,Warberg IBF Dam JAS,Lindome IBK DJAS,"Sparbanken Wictory Center, Unihocplanen",Esaias Ivarsson,Esaias Ivarsson,https://stats.innebandy.se/sasong/43/serie/41348/match/1643621
2025-08-24,13:00,Träningsmatcher Damer/Damjunior,IBK Lund Elit SSL Dam,Landvetter IBK Dam,Vipeholmshallen,Nils Rickard,Viktor Bergkvist,https://stats.innebandy.se/sasong/43/serie/41911/match/1641947
2025-08-24,13:00,Träningsmatcher Flickor,FBC Lerum Utveckling DJAS,IBK Göteborg DJ18,Rydsbergshallen,Felix Bark Peterson,Wessam Abdellrazek,https://stats.innebandy.se/sasong/43/serie/41940/match/1625065
2025-08-24,14:30,Träningsmatcher Flickor,IBK Kungälv DJAS,Landvetter IBF JAS,Kastellegårdshallen,Felix Broström,Alexander Rydqvist,https://stats.innebandy.se/sasong/43/serie/41940/match/1640929
2025-08-24,12:00,Träningsmatcher Västergötland,Fröjereds IBF Dam,FBC Lerum,"Sparbankshallen, T-holm",Sebastian Åberg,Kronoslav Kis,https://stats.innebandy.se/sasong/43/serie/41871/match/1641584
2025-08-24,14:00,Träningsmatcher Västergötland,IBK Vänersborg Herr A,Stenungsunds IBK H2,"Idrottshuset, Vänersborg",Linus Backlund,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/41871/match/1643634
2025-08-26,19:30,Träningsmatcher Herrar,Lindome IBK H2,Floda IBK H1,Almåshallen A,Marcus Orrhult,Christian Svärdström,https://stats.innebandy.se/sasong/43/serie/41352/match/1644351
2025-08-26,19:15,Träningsmatcher Pojkar,Floda IBK HJ - P07-09,IBK Göteborg U16,Nova Floda Sportcenter A-hall,Yao-Zu Galby,Emir Rajabi,https://stats.innebandy.se/sasong/43/serie/41411/match/1641233
2025-08-26,20:00,Träningsmatcher Västergötland,IBK Alingsås H1,FBC Vinga A-Lag Herrar,"Stadsskogshallen, Alingsås",Pedram Koublani,David Karlsson,https://stats.innebandy.se/sasong/43/serie/41871/match/1643206
2025-08-27,19:30,Träningsmatcher 2025/2026,Warberg IBF Dam JAS,Lindås IBK Dam,"Sparbanken Wictory Center, Unihocplanen",Jan Svensson,Esaias Ivarsson,https://stats.innebandy.se/sasong/43/serie/41348/match/1643622
2025-08-27,19:30,Träningsmatcher Damer,FBC Lerum D1,Lindome IBK Allsv,Rydsbergshallen,Robin Boqvist,Mats Sällberg,https://stats.innebandy.se/sasong/43/serie/41370/match/1640909
2025-08-27,20:00,Träningsmatcher Herrar,Mölndals IBF H2,Kärra IBK H2,Aktiviteten A-Hall,Måns Bartilson,Mattias Strid,https://stats.innebandy.se/sasong/43/serie/41352/match/1640950
2025-08-27,20:15,Träningsmatcher Herrar,Landvetter IBK H2,Floda IBK H1,Pinntorps Idrottshall 1,Adnan Tongur,Alexander Pavlovic,https://stats.innebandy.se/sasong/43/serie/41352/match/1640805
2025-08-28,18:00,Svenska Cupen Herrar Omg 2 Grupp F,FBC Lerum,IBK Göteborg,Lerum Arena A,Jesper Björklund Greter,Sebastian Kiejs,https://stats.innebandy.se/sasong/43/serie/41396/match/1574673
2025-08-29,19:00,Svenska Cupen Damer Omg 2 Grupp B,IBK Lockerud Mariestad,Landvetter IBK,"ICA-kvantum hallen, Mariestad",Christoffer Danielsson,Richard Claesson,https://stats.innebandy.se/sasong/43/serie/41384/match/1574679
2025-08-29,19:30,Svenska Cupen Damer Omg 2 Grupp D,Onsala IBK,FBC Partille,Presse Idrottshall,Erik Hindemith,Fredrik Lundborg,https://stats.innebandy.se/sasong/43/serie/41386/match/1574685
2025-08-29,18:45,Träningsmatcher Flickor,Pixbo IBF F-16,Warberg IBF Dam JAS,Wallenstam Arena A,Alexander Rydqvist,Wessam Abdellrazek,https://stats.innebandy.se/sasong/43/serie/41940/match/1645369
2025-08-29,20:15,Träningsmatcher Flickor,Pixbo IBF DJ,Warberg IBF Dam JAS,Wallenstam Arena A,Alexander Rydqvist,Wessam Abdellrazek,https://stats.innebandy.se/sasong/43/serie/41940/match/1645276
2025-08-29,19:00,Träningsmatcher Herrar,FBC Partille H1,Greåker Innebandyklubb,Qvisthallen,Jonny Gaardén,Alexander Pavlovic,https://stats.innebandy.se/sasong/43/serie/41352/match/1640922
2025-08-29,19:30,Träningsmatcher Herrar,Lindås IBK Herr Allsv,Munka-Ljungby IBK H1,Lindås Waves Arena,Gabriel Adolfsson,Robin Boqvist,https://stats.innebandy.se/sasong/43/serie/41352/match/1645586
2025-08-29,19:30,Träningsmatcher SBIBF Dam,Fagerhult Habo IBK Ungdom D1,IBF Backadalen D1,Habo Sporthall A-hall,Andreas Rundqvist,Stefan Karlsson,https://stats.innebandy.se/sasong/43/serie/41918/match/1641901
2025-08-30,12:00,Svenska Cupen Damer Omg 2 Grupp B,Landvetter IBK,Lillån IBK,Pinntorps Idrottshall 1,Tobias Anderberg,Marcus Larsson,https://stats.innebandy.se/sasong/43/serie/41384/match/1574680
2025-08-30,14:00,Träningsmatch Herrar/Pojkar,IBF Backadalen,Bergs Innebandyklubb (IK) H1,Motala Sporthall,Rikard Karlsson,Jan Wentzell,https://stats.innebandy.se/sasong/43/serie/41719/match/1640815
2025-08-30,13:45,Träningsmatcher 2025/2026,Träslövsläge IF Herrjunior,IBK Göteborg J18,Brearedshallen,Jonas Söderberg,Axel Sagdahl,https://stats.innebandy.se/sasong/43/serie/41348/match/1641032
2025-08-30,13:00,Träningsmatcher Herrar,Lindås IBK Herr Allsv,Lillån IBK Herr,Lindås Waves Arena,Adnan Mehmedagic,Robin Boqvist,https://stats.innebandy.se/sasong/43/serie/41352/match/1645587
2025-08-30,13:30,Träningsmatcher Herrar,FBC Partille H1,Munka-Ljungby IBK H1,Partillebohallen,Adnan Tongur,Hajrudin Begic,https://stats.innebandy.se/sasong/43/serie/41352/match/1640924
2025-08-30,09:30,Träningsmatcher Pojkar,Pixbo IBF P12,Lindås IBK P12,Lindås Waves Arena,Senad Olevic,Jasmin Dzanic,https://stats.innebandy.se/sasong/43/serie/41411/match/1641480
2025-08-30,10:45,Träningsmatcher Pojkar,IBF Älvstranden P11/12,Lindås IBK P11-12,Lindås Waves Arena,Senad Olevic,Jasmin Dzanic,https://stats.innebandy.se/sasong/43/serie/41411/match/1641481
2025-08-30,13:15,Träningsmatcher Pojkar,Pixbo IBF P10,Wårgårda IBK P10,Wallenstam Arena B,Alexander Rydqvist,,https://stats.innebandy.se/sasong/43/serie/41411/match/1641162
2025-08-30,13:00,Träningsmatcher SBIBF Dam,IBF Backadalen D1,Fagerhult Habo IBK Ungdom D1,Habo Sporthall A-hall,Johnny Edh,Stefan Karlsson,https://stats.innebandy.se/sasong/43/serie/41918/match/1641902
2025-08-31,17:30,Svenska Cupen Damer Omg 2 Grupp D,FBC Partille,Warberg IC,Partillebohallen,Kevin Cardell,Edo Sabanovic,https://stats.innebandy.se/sasong/43/serie/41386/match/1574687
2025-08-31,14:00,Svenska Cupen Herrar Omg 2 Grupp F,IBK Göteborg,Fröjereds IBF,Lundenhallen,Gabriel Adolfsson,Christian Jensen,https://stats.innebandy.se/sasong/43/serie/41396/match/1574675
2025-08-31,13:00,Träningsmatch Herrar/Pojkar,IBF Backadalen,FBC Fiskeby,Motala Sporthall,Joakim Bengtsson,Jan Wentzell,https://stats.innebandy.se/sasong/43/serie/41719/match/1640816
2025-08-31,11:00,Träningsmatcher 2025/2026,Varla IBK F11/12,FBC Lerum Utveckling F12,Skårbyhallen,Harry Forsén,Emil Höglund,https://stats.innebandy.se/sasong/43/serie/41348/match/1643798
2025-08-31,14:00,Träningsmatcher Damer,Lindås IBK Dam Allsv,Pixbo IBF Div.1,Lindås Waves Arena,Jonny Gaardén,Thomas Andersson,https://stats.innebandy.se/sasong/43/serie/41370/match/1644514
