Datum,Tid,Serie,Hemmalag,Bortalag,Arena,Domare1,Domare2,url
2025-11-21,18:20,Pantamera Pojkar B-ungdom E,Mölndals IBF P10 Röd,Landvetter IBK P10 Blå,Aktiviteten A-Hall,,,https://stats.innebandy.se/sasong/43/serie/42373/match/1650711
2025-11-22,15:00,SSL - Svenska Superligan Herrar,AIK IBF,Pixbo IBK,Solnahallen,Martin Jonsson,Joakim Mattsson,https://stats.innebandy.se/sasong/43/serie/40693/match/1571832
2025-11-22,13:00,SSL - Svenska Superligan Damer,IBK Lund Elit,FBC Partille,Lerbäckshallen A,Andreas Lybacken,Ola Nilsson,https://stats.innebandy.se/sasong/43/serie/40695/match/1571657
2025-11-22,16:00,SSL - Svenska Superligan Damer,Pixbo IBK,Västerås Rönnby IBK,Wallenstam Arena A,Philip Aronsson-Elffors,Kevin Cardell,https://stats.innebandy.se/sasong/43/serie/40695/match/1571655
2025-11-22,15:00,Allsvenskan Damer Södra,Lindome IBK,Skoghalls IBK,Almåshallen A,Richard Claesson,Stefan Olsson,https://stats.innebandy.se/sasong/43/serie/40697/match/1570707
2025-11-22,16:00,Allsvenskan Herrar,Västerås IBF,Lindås IBK,Mälarenergi Arena A,Henrik Hultin-Öberg,Shari Tingman,https://stats.innebandy.se/sasong/43/serie/40694/match/1570968
2025-11-22,16:00,Allsvenskan Herrar,IBK Lund Elit,FBC Lerum,Lerbäckshallen A,Fredrik Billemark,Viktor Bringstam,https://stats.innebandy.se/sasong/43/serie/40694/match/1570969
2025-11-22,10:00,Dam Veteraner,Lindome IBK DV,IK Zenith DV,Almåshallen A,Henry Tames,Felix Broström,https://stats.innebandy.se/sasong/43/serie/42081/match/1653291
2025-11-22,12:00,Dam Veteraner,Landvetter IBK / Utbynäs SK DV,Mölnlycke Frontside IBF DV,Kviberg Arena B,Ali Alizada,Håkan Krafft,https://stats.innebandy.se/sasong/43/serie/42081/match/1653287
2025-11-22,14:00,Damer Div. 1 region,IBF Backadalen,Almås IBF D1,Lundbyskolans sporthall A-hall,Carl Otterström,Marcus Yngvesson,https://stats.innebandy.se/sasong/43/serie/41175/match/1573114
2025-11-22,15:00,Damer Div. 1 region,FBC Engelholm,FBC Lerum,Kungsgårdshallen,Cevin Ivarsson,Pelle Verhulst,https://stats.innebandy.se/sasong/43/serie/41175/match/1573117
2025-11-22,13:15,Damer Div. 2,FBC Vinga D2,Mölnlycke Frontside IBF D2,Frölunda Kulturhus,Måns Bartilson,Alexander T Forsberg,https://stats.innebandy.se/sasong/43/serie/42062/match/1629513
2025-11-22,14:00,Damer Div. 2,IK Zenith D2,Mölndals IBF D2,Björlanda Idrottshall,Mattias Strid,Jonny Gaardén,https://stats.innebandy.se/sasong/43/serie/42062/match/1629516
2025-11-22,14:30,Damer Div. 3,IBK Göteborg D3,Ale IBF / IBK Kungälv D3,Torpahallen,Selma Hadziselimovic,Sebastian Cedgard,https://stats.innebandy.se/sasong/43/serie/42080/match/1647655
2025-11-22,17:00,Division 1 Herrar Västra Götaland,Särö IBK,IBF Backadalen,Kullavikshallen,Christian Jensen,Marcus Larsson,https://stats.innebandy.se/sasong/43/serie/40701/match/1570569
2025-11-22,10:45,Herrar Div. 2,FBC Vinga H2,Göteborg City IBK H2,Frölunda Kulturhus,Måns Bartilson,Alexander T Forsberg,https://stats.innebandy.se/sasong/43/serie/42061/match/1629849
2025-11-22,12:00,Herrar Div. 2,Lindome IBK H2,Herrestads AIF H2,Almåshallen A,Linda Lindskog,Sandra Lindskog,https://stats.innebandy.se/sasong/43/serie/42061/match/1629851
2025-11-22,13:00,Herrar Div. 2,Surte IS IBK H2,Mölndals IBF H2,Bohushallen,Magnus Fredriksson,Alexander Pavlovic,https://stats.innebandy.se/sasong/43/serie/42061/match/1629852
2025-11-22,14:00,Herrar Div. 2,IBF Älvstranden H2,Stenungsunds IBK H2,Santoshallen,Hajrudin Begic,Adnan Tongur,https://stats.innebandy.se/sasong/43/serie/42061/match/1629847
2025-11-22,15:00,Herrar Div. 2,Landvetter IBK H2,Frölunda IBK H2,Pinntorps Idrottshall,Marcus Orrhult,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/42061/match/1629850
2025-11-22,12:00,Herrar Div. 3 A,Pixbo IBF H3,Ale IBF H3,Wallenstam Arena A,Ian S Blomqvist,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/42064/match/1630687
2025-11-22,14:00,Herrar Div. 3 B,Lindås IBF H3,Landvetter IBK H3,Lindås Waves Arena,Oscar Skogsberg,Alexander Hellström,https://stats.innebandy.se/sasong/43/serie/42065/match/1630558
2025-11-22,13:00,Herrar Div. 4 A,Hindås IBK H4,Dingle AIK H4,Hindås Idrottshall,Thomas Johansson,Roger Zahnér,https://stats.innebandy.se/sasong/43/serie/42079/match/1647922
2025-11-22,17:00,Herrar Div. 4 A,Myggenäs IBK H4,Lindome IBK H4,Häggvallsskolan,Jonathan Johansson,Wessam Abdellrazek,https://stats.innebandy.se/sasong/43/serie/42079/match/1647923
2025-11-22,18:00,Juniorallsvenskan G HJ18,FBC Lerum Utveckling,FBC Partille,Rydsbergshallen,Emir Rajabi,Felix Bark Peterson,https://stats.innebandy.se/sasong/43/serie/41545/match/1591728
2025-11-22,16:20,Klubbhuset Blå Flickor 14 A,FBC Lerum Utveckling F14 Vit,Floda IBK F13/14 Svart,Rydsbergshallen,Ludvig Hermansson,Jolina Magnusson,https://stats.innebandy.se/sasong/43/serie/42410/match/1650957
2025-11-22,15:20,Klubbhuset Blå Flickor 14 B,FBC Lerum Utveckling F14 Röd,Lindås IBK F14-15 Turkos,Rydsbergshallen,Ludvig Hermansson,Jolina Magnusson,https://stats.innebandy.se/sasong/43/serie/42411/match/1651001
2025-11-22,12:30,Klubbhuset Blå Flickor 15 B,Landvetter IBK F15,FBC Partille FP 15 Partille Grön,Pinntorps Idrottshall,Albin Carlsson,Mio Sjölin,https://stats.innebandy.se/sasong/43/serie/42413/match/1652333
2025-11-22,12:00,Klubbhuset Blå Pojkar 14 A,Frölunda IBK P14 Röd,IBF Backadalen P13/14 Röd,Skyttesskolan,Arne Svensson,Ivar Dahlén Holmqvist,https://stats.innebandy.se/sasong/43/serie/42398/match/1652701
2025-11-22,15:00,Klubbhuset Blå Pojkar 14 A,FBC Lerum Utveckling P14 Röd,Guldhedens IK P14,Hjällsnäshallen B-hallen,Alicia Lindholm,Melker Waborg,https://stats.innebandy.se/sasong/43/serie/42398/match/1652722
2025-11-22,13:00,Klubbhuset Blå Pojkar 14 B,IBK Bergum P14/15,Öckerö IBK P14/15,Bergumsskolan,Ludvig Majnesjö,Felicia Lundgren Narváez,https://stats.innebandy.se/sasong/43/serie/42399/match/1652867
2025-11-22,15:30,Klubbhuset Blå Pojkar 14 C,Hindås IBK P14,Lindås IBK P14 Grön,Hindås Idrottshall,Halina Karnili,Vilmer Olausson,https://stats.innebandy.se/sasong/43/serie/42400/match/1652227
2025-11-22,14:30,Klubbhuset Blå Pojkar 15 B,Myggenäs IBK P-15,IK Zenith P15 Grön,Häggvallsskolan,Victor Åkerström,Oliver Kristensson,https://stats.innebandy.se/sasong/43/serie/42402/match/1652606
2025-11-22,09:00,Klubbhuset Blå Pojkar 16 A,Pixbo IBK P17 Röd,Lindome IBK P16,Almåshallen A,,,https://stats.innebandy.se/sasong/43/serie/42404/match/1651375
2025-11-22,11:30,Klubbhuset Blå Pojkar 16 B,FBC Vinga P15/16 Blå,FBC Lerum Utveckling P16 Röd,Hall Of Flame,Oliver Andersson,,https://stats.innebandy.se/sasong/43/serie/42409/match/1651164
2025-11-22,15:00,Pantamera Damjunior B,Dingle AIK DJ,FBC Lerum Utveckling DJ,Munkedals Idrottshall,Yosuf Amiri,Semir Aganspahic,https://stats.innebandy.se/sasong/43/serie/42368/match/1648909
2025-11-22,10:40,Pantamera Flickor B-ungdom A,Pixbo IBF F11 Vit,FBC Partille F09/11 Grön,Wallenstam Arena B,Ian S Blomqvist,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/42386/match/1648954
2025-11-22,17:30,Pantamera Flickor B-ungdom B,Lindome IBK F10/11,Landvetter IBF F11 Blå,Almåshallen A,Yosuf Amiri,Ali Alizada,https://stats.innebandy.se/sasong/43/serie/42387/match/1648966
2025-11-22,14:00,Pantamera Flickor B-ungdom D,FBC Lerum Utveckling F12 Svart,Frölunda IBK Flickor Röd,Rydsbergshallen,Arthur Nielsen,Gustav Persson,https://stats.innebandy.se/sasong/43/serie/42389/match/1649025
2025-11-22,11:00,Pantamera Flickor C-ungdom A,Surte IS IBK F11,Dingle AIK Flickor Utveckling,Bohushallen,Jasmin Dzanic,Joacim Olsson,https://stats.innebandy.se/sasong/43/serie/42390/match/1649537
2025-11-22,16:00,Pantamera Flickor C-ungdom B,Surte IS IBK F 12/13 Röd,IBK Alingsås F12-13 Gbg,Bohushallen,Pontus Ekengränd,Alexander Rydqvist,https://stats.innebandy.se/sasong/43/serie/42391/match/1649764
2025-11-22,14:00,Pantamera Flickor C-ungdom E,FBC Partille F 12/14 Röd,IBK Kungälv F13/14,Qvisthallen,Elvis Moholi,Freja Linderoth,https://stats.innebandy.se/sasong/43/serie/42394/match/1649365
2025-11-22,13:00,Pantamera Herrjunior B,Träslövsläge IF Herrjunior,IBF Backadalen HJ,Glommenhallen,Linus Möller,Melker Kron,https://stats.innebandy.se/sasong/43/serie/42364/match/1648362
2025-11-22,14:15,Pantamera Herrjunior B,FBC Vinga HJ,Stenungsunds IBK HJ,Hall Of Flame,Emir Rajabi,Felix Bark Peterson,https://stats.innebandy.se/sasong/43/serie/42364/match/1648363
2025-11-22,17:50,Pantamera Herrjunior C,Landvetter IBK U16,Varla IBK Juniorer 2 GBG,Pinntorps Idrottshall,Marcus Orrhult,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/42365/match/1648402
2025-11-22,17:10,Pantamera Pojkar B-ungdom B,IK Zenith P10 Vit,Herrestads AIF HJ,Björlanda Idrottshall,Mattias Strid,Jonny Gaardén,https://stats.innebandy.se/sasong/43/serie/42370/match/1648500
2025-11-22,15:10,Pantamera Pojkar B-ungdom C,FBC Partille P11 Blå,Surte IS IBK P10/11,Qvisthallen,Ali Alizada,Alexander Pettersson,https://stats.innebandy.se/sasong/43/serie/42371/match/1648527
2025-11-22,14:00,Pantamera Pojkar B-ungdom E,Frölunda IBK P10-11 Svart,Landvetter IBK P10 Blå,Skyttesskolan,Samuel Tolland,Joacim Olsson,https://stats.innebandy.se/sasong/43/serie/42373/match/1650691
2025-11-22,15:15,Pantamera Pojkar B-ungdom E,Mölndals IBF P10 Röd,Stenungsunds IBK P10/11,Aktiviteten A-Hall,,,https://stats.innebandy.se/sasong/43/serie/42373/match/1650700
2025-11-22,17:30,Pantamera Pojkar B-ungdom E,FBC Partille P11 Vit,FBC Vinga P10 Svart,Qvisthallen,Mustafa Kalajdzisalihovic,Gustav Persson,https://stats.innebandy.se/sasong/43/serie/42373/match/1650689
2025-11-22,11:00,Pantamera Pojkar C-ungdom A,Landvetter IBK P11,Floda IBK P10-12 Vit,Pinntorps Idrottshall,Lina Lind,Adnan Tongur,https://stats.innebandy.se/sasong/43/serie/42375/match/1649575
2025-11-22,13:30,Pantamera Pojkar C-ungdom A,Öckerö IBK P10-13,Lindome IBK P11 Grön,Hedenskolans Idrottshall,Alexander Rydqvist,Jasmin Dzanic,https://stats.innebandy.se/sasong/43/serie/42375/match/1649598
2025-11-22,16:20,Pantamera Pojkar C-ungdom C,FBC Partille P12 Röd,Myggenäs IBK P 11/12,Qvisthallen,Alexander Pettersson,,https://stats.innebandy.se/sasong/43/serie/42377/match/1649552
2025-11-22,10:00,Pantamera Pojkar C-ungdom H,Mölndals IBF P13/14 Svart,Hindås IBK P13,Aktiviteten A-Hall,Leon Hulten,Oliver Lück,https://stats.innebandy.se/sasong/43/serie/42382/match/1649733
2025-11-22,16:30,Pantamera Pojkar C-ungdom J,Herrestads AIF P13/14 Rött,Öckerö IBK P12/13 Blå,Rampen Sporthall (Källdalsskolan),Susanne Andersson,Katarina Arnoldsdotter,https://stats.innebandy.se/sasong/43/serie/42384/match/1649884
2025-11-23,17:00,Dam Veteraner,FBC Lerum DV,IBF Backadalen / IBK Älvstranden DV,Rydsbergshallen,Adnan Mehmedagic,Robin Cederdahl,https://stats.innebandy.se/sasong/43/serie/42081/match/1653274
2025-11-23,12:15,Damer Div. 1 region,IBK Lund,Malmhaug IBF,Lerbäckshallen A,Ahmad Homsi,Ante Johansson Stenholm,https://stats.innebandy.se/sasong/43/serie/41175/match/1573112
2025-11-23,15:00,Damer Div. 1 region,Floda IBK D1,Warberg IBF,Nova Floda Sportcenter A-hall,Adnan Mehmedagic,Sandra Lindskog,https://stats.innebandy.se/sasong/43/serie/41175/match/1573113
2025-11-23,18:00,Damer Div. 1 region,Onsala IBK,Kustens IF,Presse Idrottshall,Eino Kozan,Mats Lian,https://stats.innebandy.se/sasong/43/serie/41175/match/1573115
2025-11-23,13:50,Damer Div. 2,IBK Kungälv D2,IBK Göteborg D2,Mimershus A-hallen,Hampus Räffling,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/42062/match/1629512
2025-11-23,16:00,Damer Div. 2,Landvetter IBF D2,Burås IK D3,Pinntorps Idrottshall,Tobias Almroth,Magnus Fredriksson,https://stats.innebandy.se/sasong/43/serie/42062/match/1629514
2025-11-23,14:30,Damer Div. 3,Fristads GoIF / Sandared IBS D3 Gbg,Dingle AIK D3,Nya Fristadshallen,Alexander Blom,Simon Lidh,https://stats.innebandy.se/sasong/43/serie/42080/match/1647659
2025-11-23,16:00,Division 1 Herrar Västra Götaland,Pixbo IBF,Mullsjö AIS Utveckling,Wallenstam Arena A,Albert Enlund,Marcus Larsson,https://stats.innebandy.se/sasong/43/serie/40701/match/1570573
2025-11-23,16:30,Division 1 Herrar Västra Götaland,IBK Kungälv,Floda IBK,Mimershus A-hallen,Adam Kruse,Peter Novakovic,https://stats.innebandy.se/sasong/43/serie/40701/match/1570571
2025-11-23,12:00,Herrar Div. 3 A,Floda IBK H3,Myggenäs IBK H3,Nova Floda Sportcenter A-hall,Adnan Tongur,Hajrudin Begic,https://stats.innebandy.se/sasong/43/serie/42064/match/1630688
2025-11-23,14:30,Herrar Div. 3 A,FBC Lerum H3,IBK Göteborg H3,Rydsbergshallen,Thomas Johansson,Robin Cederdahl,https://stats.innebandy.se/sasong/43/serie/42064/match/1630691
2025-11-23,16:00,Herrar Div. 3 A,IBK Kungälv H3,IBK Bergum H3,Kastellegårdshallen,Christian Svärdström,Marcus Orrhult,https://stats.innebandy.se/sasong/43/serie/42064/match/1630692
2025-11-23,10:00,Herrar Div. 3 B,Burås IK H3,Korsvägen BBK H3,Lundenhallen,Emir Rajabi,Alexander T Forsberg,https://stats.innebandy.se/sasong/43/serie/42065/match/1630556
2025-11-23,13:00,Herrar Div. 3 B,Pixbo IBF H3B,Eken IBK H3,Wallenstam Arena A,Sebastian Ågren,Kristoffer Lind,https://stats.innebandy.se/sasong/43/serie/42065/match/1630557
2025-11-23,19:00,Herrar Div. 3 B,IBF Backadalen H3 Utveckling,Frölunda IBK H3,Tuve Sporthall,Adnan Mehmedagic,Alexander Hellström,https://stats.innebandy.se/sasong/43/serie/42065/match/1630559
2025-11-23,19:20,Herrar Div. 3 B,Sörgårdens IBF H3,IK Zenith H3,Kärra Sporthall,Robin Boqvist,Thomas Johansson,https://stats.innebandy.se/sasong/43/serie/42065/match/1630555
2025-11-23,18:30,Herrar Div. 4 A,IBK Kungälv H4,IBF Backadalen H4,Kastellegårdshallen,Christian Svärdström,Marcus Orrhult,https://stats.innebandy.se/sasong/43/serie/42079/match/1647920
2025-11-23,13:30,Herrar Div. 4 B,Landvetter IBK H4 B,Frölunda IBK H4,Pinntorps Idrottshall,Felix Bark Peterson,Gökhan Atay,https://stats.innebandy.se/sasong/43/serie/42082/match/1654531
2025-11-23,14:30,Herrar Div. 4 B,IBF Älvstranden H4,IK Zenith H4,Santoshallen,Jonathan Johansson,Wessam Abdellrazek,https://stats.innebandy.se/sasong/43/serie/42082/match/1654528
2025-11-23,15:00,Herrar Div. 4 B,IBK Kungälv H4/HV,Guldhedens IK H4,Munkegärdehallen,Albin Wennersten,Susanne Andersson,https://stats.innebandy.se/sasong/43/serie/42082/match/1654529
2025-11-23,17:00,Herrar Div. 4 B,KFKD H4,Floda IBK H4,Santoshallen,Jonathan Johansson,Wessam Abdellrazek,https://stats.innebandy.se/sasong/43/serie/42082/match/1654530
2025-11-23,17:00,Herrar Div. 4 B,IBK Göteborg H4,Öckerö IBK H4,Torpahallen,Adnan Tongur,Henry Tames,https://stats.innebandy.se/sasong/43/serie/42082/match/1654532
2025-11-23,18:30,Juniorallsvenskan F DJ18,Landvetter IBF/Kinna IBK,IBK Alingsås,Pinntorps Idrottshall,Tobias Almroth,Magnus Fredriksson,https://stats.innebandy.se/sasong/43/serie/41554/match/1594299
2025-11-23,18:30,Juniorallsvenskan F DJ18,Pixbo IBF,FBC Lerum Utveckling/FBC Lerum,Wallenstam Arena A,Tommy Runhammar,Torbjörn Zahner,https://stats.innebandy.se/sasong/43/serie/41554/match/1594300
2025-11-23,11:00,Klubbhuset Blå Flickor 15 A,Dingle AIK F14-16 Vit,Pixbo IBK F15 Vit,Munkedals Idrottshall,Amelia Färg,Hugo Ek,https://stats.innebandy.se/sasong/43/serie/42412/match/1652361
2025-11-23,11:30,Klubbhuset Blå Pojkar 14 C,Pixbo IBK P14 Svart,Lindås IBK P14 Grön,Wallenstam Arena B,Alejandra Feng,Elias Forsman,https://stats.innebandy.se/sasong/43/serie/42400/match/1652239
2025-11-23,15:30,Klubbhuset Blå Pojkar 14 C,Myggenäs IBK P 14 Grön,Floda IBK P14 Vit,Häggvallsskolan,Sixten Espefors,Ville Andersson,https://stats.innebandy.se/sasong/43/serie/42400/match/1652232
2025-11-23,13:00,Klubbhuset Blå Pojkar 15 A,IBK Kungälv P15 Svart,Lindome IBK P15,Kastellegårdshallen,Alvin Andersson,Imra Hedberg,https://stats.innebandy.se/sasong/43/serie/42401/match/1652495
2025-11-23,09:00,Klubbhuset Blå Pojkar 16 A,Lindome IBK P16,IK Zenith P16 Vit,Almåshallen A,Siri Ekman,,https://stats.innebandy.se/sasong/43/serie/42404/match/1651366
2025-11-23,14:00,Klubbhuset Blå Pojkar 16 A,Myggenäs IBK P 16 Grön,Utbynäs SK P16 BLÅ,Häggvallsskolan,Sixten Espefors,Ville Andersson,https://stats.innebandy.se/sasong/43/serie/42404/match/1651372
2025-11-23,17:30,Klubbhuset Blå Pojkar 16 B,Myggenäs IBK P 16 Vit,FBC Vinga P15/16 Blå,Häggvallsskolan,Tim Gullmar,Alfred Ahlström,https://stats.innebandy.se/sasong/43/serie/42409/match/1651158
2025-11-23,13:00,Pantamera Damjunior A,Lindås IBK DJ,Pixbo IBF Utveckling Röd,Lindås Waves Arena,Emir Rajabi,Alexander T Forsberg,https://stats.innebandy.se/sasong/43/serie/42367/match/1648874
2025-11-23,16:15,Pantamera Flickor B-ungdom A,FBC Partille F09/11 Grön,Pixbo IBF F11 Vit,Partillebohallen,Selma Hadziselimovic,Håkan Krafft,https://stats.innebandy.se/sasong/43/serie/42386/match/1648939
2025-11-23,10:00,Pantamera Flickor B-ungdom B,Lindome IBK F10/11,IK Zenith Svart,Almåshallen A,Felix Broström,Emmy Birgersson,https://stats.innebandy.se/sasong/43/serie/42387/match/1648957
2025-11-23,12:10,Pantamera Flickor B-ungdom B,Landvetter IBF F11 Blå,Lindås IBK F10/11 Blå,Pinntorps Idrottshall,Felix Bark Peterson,Gökhan Atay,https://stats.innebandy.se/sasong/43/serie/42387/match/1648960
2025-11-23,10:30,Pantamera Flickor B-ungdom C,Floda IBK / FBC Lerum Utveckling F10/11,IBF Älvstranden F09/10,Nova Floda Sportcenter A-hall,Adnan Tongur,Hajrudin Begic,https://stats.innebandy.se/sasong/43/serie/42388/match/1648995
2025-11-23,12:45,Pantamera Flickor C-ungdom A,Dingle AIK Flickor Utveckling,Landvetter IBF F12 Blå,Munkedals Idrottshall,Adem Can,Tomas Levin,https://stats.innebandy.se/sasong/43/serie/42390/match/1649515
2025-11-23,17:00,Pantamera Flickor C-ungdom B,IBF Backadalen F11/12 Röd,IBK Bergum F10-13,Tuve Sporthall,William Lundin,Henric Ebbmark,https://stats.innebandy.se/sasong/43/serie/42391/match/1649754
2025-11-23,11:30,Pantamera Flickor C-ungdom E,Lindås IBK F13,IK Zenith F13/14,Lindås Waves Arena,Jakob Bengtsson,Melker Norin,https://stats.innebandy.se/sasong/43/serie/42394/match/1649367
2025-11-23,17:30,Pantamera Herrjunior A,FBC Partille U16,Warberg IBF HJ USM,Partillebohallen,Selma Hadziselimovic,Håkan Krafft,https://stats.innebandy.se/sasong/43/serie/42363/match/1648330
2025-11-23,12:45,Pantamera Herrjunior D,Lindome IBK/Almås IBK U-16,FBC Partille P09 Röd,Almåshallen A,Felix Broström,Emmy Birgersson,https://stats.innebandy.se/sasong/43/serie/42366/match/1648435
2025-11-23,15:30,Pantamera Pojkar B-ungdom A,IBF Backadalen P09/10,FBC Vinga P10 Blå,Tuve Sporthall,Torbjörn Zahner,Roger Zahnér,https://stats.innebandy.se/sasong/43/serie/42369/match/1648455
2025-11-23,10:00,Pantamera Pojkar B-ungdom B,Pixbo IBF P10 Vit,Floda IBK P09-11 Svart,Wallenstam Arena A,Ali Alizada,Yosuf Amiri,https://stats.innebandy.se/sasong/43/serie/42370/match/1648478
2025-11-23,11:30,Pantamera Pojkar B-ungdom C,Lindome IBK U16 Lila,Surte IS IBK P10/11,Almåshallen A,Felix Broström,Emmy Birgersson,https://stats.innebandy.se/sasong/43/serie/42371/match/1648523
2025-11-23,11:00,Pantamera Pojkar B-ungdom E,Ale IBF P11,Myggenäs IBK P10,Ale Kulturrum,Josefin Sannerholm,Sebastian Cedgard,https://stats.innebandy.se/sasong/43/serie/42373/match/1650710
2025-11-23,11:00,Pantamera Pojkar B-ungdom E,FBC Vinga P10 Svart,Frölunda IBK P10-11 Svart,Hall Of Flame,Arthur Nielsen,Gustav Persson,https://stats.innebandy.se/sasong/43/serie/42373/match/1650713
2025-11-23,18:45,Pantamera Pojkar B-ungdom E,FBC Partille P11 Vit,Stenungsunds IBK P10/11,Qvisthallen,Ivan Ivanovic,Semir Aganspahic,https://stats.innebandy.se/sasong/43/serie/42373/match/1650712
2025-11-23,18:00,Pantamera Pojkar C-ungdom A,Öckerö IBK P10-13,Landvetter IBK P11,Hedenskolans Idrottshall,Jasmin Dzanic,Helin Beyza Altuntas,https://stats.innebandy.se/sasong/43/serie/42375/match/1649586
2025-11-23,13:05,Pantamera Pojkar C-ungdom B,FBC Lerum Utveckling P11,IBK Kungälv P10-12,Rydsbergshallen,Gustav Brogren,Max Remper,https://stats.innebandy.se/sasong/43/serie/42376/match/1649914
2025-11-23,11:00,Pantamera Pojkar C-ungdom D,Landvetter IBK P12,Mölndals IBF / Eken IBK P11/12,Pinntorps Idrottshall,Alexander Acke,Robin Niklasson,https://stats.innebandy.se/sasong/43/serie/42378/match/1649784
