Datum,Tid,Serie,Hemmalag,Bortalag,Arena,Domare1,Domare2,url
2024-02-03,11:20,Pantamera Pojkar Röd D Vår,Landvetter IBK P09 Blå,Lindome IBK P08/09,Pinntorps Idrottshall,Selma Hadziselimovic,,https://stats.innebandy.se/sasong/43/serie/36846/match/1438551
2024-02-03,19:40,Pantamera Pojkar Röd F Vår,Landvetter IBK P10 Svart,FBC Lerum Utveckling P09 Svart,Pinntorps Idrottshall,Martin Andersson,Susanne Andersson,https://stats.innebandy.se/sasong/43/serie/36848/match/1438611
2024-02-03,15:45,Pantamera Pojkar Röd G Vår,IBF Backadalen P09/10,Landvetter IBK P10 Blå,Tuve Sporthall,Idris Hasan Mohamed,Ali Alizada,https://stats.innebandy.se/sasong/43/serie/36849/match/1438642
2024-02-03,13:40,Pantamera Pojkar Röd H Vår,Landvetter IBK P10 Vit,Pixbo IBF P10 Röd,Pinntorps Idrottshall,Marcus Orrhult,Christian Svärdström,https://stats.innebandy.se/sasong/43/serie/36850/match/1438673
2024-02-03,15:15,Pantamera Pojkar Röd I Vår FD,FBC Partille P09 Blå,Lindås IBK P10 Svart,Partillebohallen,Arvid Biörnerud,Albin Wennersten,https://stats.innebandy.se/sasong/43/serie/36851/match/1438702
2024-02-03,17:00,Pantamera Pojkar Röd I Vår FD,IBF Backadalen P10,FBC Lerum Utveckling P09 Röd,Tuve Sporthall,Helin Beyza Altuntas,Moa Ljungqvist,https://stats.innebandy.se/sasong/43/serie/36851/match/1438701
2024-02-03,18:00,Pantamera Pojkar Röd I Vår FD,Kärra IBK P10 Röd,Mölndals IBF P10 Röd,Kärra Sporthall,Jaana Gander,Felix Broström,https://stats.innebandy.se/sasong/43/serie/36851/match/1438703
2024-02-03,10:10,Pantamera Pojkar Röd J Vår FD,Ale IBF P09,FBC Lerum Utveckling P10 Svart,Ale Kulturrum,Kasper Mourujärvi,Mustafa Kalajdzisalihovic,https://stats.innebandy.se/sasong/43/serie/36852/match/1438731
2024-02-03,17:45,Pantamera Pojkar Röd J Vår FD,Lindome IBK P10 Lila,Frölunda IBK P08/09 Röd,Almåshallen A,Emanuel Sangrud,Alexander T Forsberg,https://stats.innebandy.se/sasong/43/serie/36852/match/1438733
2024-02-03,11:00,Pantamera Pojkar Röd K Vår FD,Surte IS IBK P10/11,Stenungsunds IBK P10 Svart,Bohushallen,Pierre Eberhard Berg,Alexander Pavlovic,https://stats.innebandy.se/sasong/43/serie/36853/match/1438762
2024-02-03,09:00,Pantamera Pojkar Röd L Vår FD,Ale IBF P10,Myggenäs IBK P-10,Ale Kulturrum,Mustafa Kalajdzisalihovic,,https://stats.innebandy.se/sasong/43/serie/36862/match/1438792
2024-02-03,10:20,Pantamera Pojkar Röd L Vår FD,Pixbo IBF P10 Vit,Mölndals IBF P10 Vit,Wallenstam Arena A,Ali Alizada,Alexander Rydqvist,https://stats.innebandy.se/sasong/43/serie/36862/match/1438793
2024-02-03,14:00,Pantamera Pojkar Röd M Vår FD,Stenungsunds IBK P11,Floda IBK P10/11 Vit,Kyrkenorumskolans Idrottshall,Hampus Räffling,Casper Larsson,https://stats.innebandy.se/sasong/43/serie/36877/match/1438823
2024-02-03,15:40,Pantamera Pojkar Röd M Vår FD,FBC Partille P11 Blå,IBK Göteborg P09/10 Vit,Qvisthallen,Rasmus Jarnestål,Emil Häggsten,https://stats.innebandy.se/sasong/43/serie/36877/match/1438822
2024-02-03,16:45,Pantamera Pojkar Röd M Vår FD,Öckerö IBK P10 Blå,Kärra IBK P10 Vit,Hedenskolans Idrottshall,Melvin Stenberg,Edvin Hagström,https://stats.innebandy.se/sasong/43/serie/36877/match/1438821
2024-02-03,11:20,Pantamera Pojkar Röd N Vår FD,Eken IBK P11,IBF Älvstranden P10,Ekenhallen 1,Ludwig Ahlström,Alfons Wikander,https://stats.innebandy.se/sasong/43/serie/36878/match/1438852
2024-02-03,09:00,Pantamera Pojkar Röd P Vår FD,Landvetter IBK P11/12,IK Zenith P11 Vit,Pinntorps Idrottshall,Tommy Runhammar,Jasmin Dzanic,https://stats.innebandy.se/sasong/43/serie/36880/match/1438883
2024-02-03,17:15,Pantamera Pojkar Röd P Vår FD,Herrestads AIF WH Rockets P11/12,FBC Lerum Utveckling P11 Röd,Rampen Sporthall (Källdalsskolan),Amel Kosovac,Meron Garza,https://stats.innebandy.se/sasong/43/serie/36880/match/1438881
2024-02-03,14:30,Pantamera Pojkar Röd Q Vår FD,FBC Partille P11 Vit,Floda IBK P11 Vit,Qvisthallen,Rasmus Jarnestål,Emil Häggsten,https://stats.innebandy.se/sasong/43/serie/36881/match/1439001
2024-02-03,14:00,Pantamera Pojkar Röd R Vår FD,Hindås IBK P11 Blå,FBC Lerum Utveckling P11 Svart,Hindås Idrottshall,Dante Lindskog,Alexander Rydqvist,https://stats.innebandy.se/sasong/43/serie/36882/match/1438912
2024-02-03,09:15,USM Flickor 16 Region Grupp M,Warberg IBF,Pixbo IBF,"Sparbanken Wictory Center, Unihocplanen",Esaias Ivarsson,Filip Andersson,https://stats.innebandy.se/sasong/43/serie/36821/match/1441496
2024-02-03,12:15,USM Flickor 16 Region Grupp M,Pixbo IBF,Landvetter IBK,"Sparbanken Wictory Center, Unihocplanen",Esaias Ivarsson,Filip Andersson,https://stats.innebandy.se/sasong/43/serie/36821/match/1441497
2024-02-03,15:15,USM Flickor 16 Region Grupp M,Landvetter IBK,Warberg IBF,"Sparbanken Wictory Center, Unihocplanen",Jonas Söderberg,Benjamin Olsen,https://stats.innebandy.se/sasong/43/serie/36821/match/1441498
2024-02-03,10:45,USM Flickor 16 Region Grupp N,Lindome IBK,Lindås IBK/Särö IBK,"Sparbanken Wictory Center, Unihocplanen",Esaias Ivarsson,Filip Andersson,https://stats.innebandy.se/sasong/43/serie/36822/match/1441504
2024-02-03,13:45,USM Flickor 16 Region Grupp N,Lindås IBK/Särö IBK,FBC Engelholm/Munka-Ljungby IBK,"Sparbanken Wictory Center, Unihocplanen",Jonas Söderberg,Benjamin Olsen,https://stats.innebandy.se/sasong/43/serie/36822/match/1441505
2024-02-03,16:45,USM Flickor 16 Region Grupp N,FBC Engelholm/Munka-Ljungby IBK,Lindome IBK,"Sparbanken Wictory Center, Unihocplanen",Jonas Söderberg,Benjamin Olsen,https://stats.innebandy.se/sasong/43/serie/36822/match/1441506
2024-02-03,12:00,USM P16 Region Grupp F,Pixbo IBF,Kärra IBK,Wallenstam Arena A,Sandra Lindskog,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/36668/match/1435277
2024-02-03,18:00,USM P16 Region Grupp F,Kärra IBK,Jönköpings IK Utveckling,Wallenstam Arena B,Felix Bark Peterson,Sebastian Kiejs,https://stats.innebandy.se/sasong/43/serie/36668/match/1435279
2024-02-03,18:00,USM P16 Region Grupp F,Pixbo IBF,Växjö IBK Utveckling,Wallenstam Arena A,Magnus Fredriksson,Jesper Björklund Greter,https://stats.innebandy.se/sasong/43/serie/36668/match/1435280
2024-02-03,14:00,USM P16 Region Grupp G,FBC Partille,Grums IBK,Partillebohallen,Adnan Tongur,Sebastian Kiejs,https://stats.innebandy.se/sasong/43/serie/36669/match/1435516
2024-02-03,17:00,USM P16 Region Grupp G,Grums IBK,Frölunda IBK,Partillebohallen,Sandra Lindskog,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/36669/match/1435518
2024-02-03,18:30,USM P16 Region Grupp G,FBC Partille,Stenungsunds IBK,Partillebohallen,Sandra Lindskog,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/36669/match/1435519
2024-02-03,10:00,Veteran-SM D35+ Grupp A,Rönnby Västerås IBK Ungdom,FBC Lerum Vet,IFU Arena DHinox (D),Leif Borglund,Nicklas Sundgren,https://stats.innebandy.se/sasong/43/serie/36897/match/1440041
2024-02-03,09:45,Veteran-SM D35+ Grupp B,Örnsköldsvik IBK Dam Veteran,Landvetter IBK Damveteraner,IFU Arena Mirva (E),Karl-Johan Leijon,Thomas Gjutarenäfve,https://stats.innebandy.se/sasong/43/serie/36898/match/1440047
2024-02-03,11:00,Veteran-SM D35+ Grupp C,Endre IF Veteraner,IBF Backadalen Dam Vet,IFU Arena DHinox (D),Leif Borglund,Nicklas Sundgren,https://stats.innebandy.se/sasong/43/serie/36899/match/1440053
2024-02-03,14:00,Veteran-SM D35+ Plac 13-15,Vallentuna IBK Damveteran,Landvetter IBK Damveteraner,IFU Arena Upplands Energi (C),Pontus Rosendal,Thomas Larsson,https://stats.innebandy.se/sasong/43/serie/36935/match/1440621
2024-02-03,14:00,Veteran-SM D35+ Plac 5-8,FBC Lerum Vet,Järfälla Bele IBK Dam Veteran,IFU Arena DHinox (D),Leif Borglund,Nicklas Sundgren,https://stats.innebandy.se/sasong/43/serie/36933/match/1440613
2024-02-03,15:00,Veteran-SM D35+ Plac 9-12,IBF Backadalen Dam Vet,Väsby AIK Dam Veteran,IFU Arena Upplands Energi (C),Pontus Rosendal,Thomas Larsson,https://stats.innebandy.se/sasong/43/serie/36934/match/1440618
2024-02-04,16:45,Klubbhuset Damer Div. 2,Pixbo IBF D2,IBK Älvstranden Dam,Wallenstam Arena A,Adnan Tongur,Tommy Runhammar,https://stats.innebandy.se/sasong/43/serie/35124/match/1373178
2024-02-04,18:30,Klubbhuset Damer Div. 2,IBK Kungälv D2,Guldhedens IK D2,Kastellegårdshallen,Per Sundvall,Goran Kuduzovic,https://stats.innebandy.se/sasong/43/serie/35124/match/1373181
2024-02-04,18:00,Klubbhuset Herrar Div. 3,Floda IBK H3,Lindås IBF H3,Nova Floda Sportcenter A-hall,Jesper Wångblad,Almir Mehmedagic,https://stats.innebandy.se/sasong/43/serie/35118/match/1372838
2024-02-04,14:30,Klubbhuset Herrar Div. 4,Pixbo IBF H4,Sörgårdens IBF H4,Wallenstam Arena A,Adnan Tongur,Hajrudin Begic,https://stats.innebandy.se/sasong/43/serie/35119/match/1372700
2024-02-04,18:45,Klubbhuset Herrar Div. 4,Landvetter IBK H4,Guldhedens IK H4,Pinntorps Idrottshall,Adam Jällfält,Thomas Johansson,https://stats.innebandy.se/sasong/43/serie/35119/match/1372698
2024-02-04,15:30,Klubbhuset Herrar Div. 5,FBC Lerum Utveckling H5,Stenungsunds IBK H5,Lerum Arena B,Linus Svensson,Henrik Nordström,https://stats.innebandy.se/sasong/43/serie/35120/match/1372966
