Datum,Tid,Serie,Hemmalag,Bortalag,Arena,Domare1,Domare2,url
2025-05-09,20:30,Kval till Damer Div. 1 Region,Åstorp/Kvidinge IBS Dam A,Röke IBK D2,Arena Åstorp,Andreas Thorsell,Claus Pettersson,https://stats.innebandy.se/sasong/43/serie/40469/match/1567284
2025-05-09,16:30,Mästarcupen F09 Grupp 1,Pixbo IBF F09,Hjulsbro IK DJ,IFU Arena A,Jonas Nordqvist,Jan Tuominen,https://stats.innebandy.se/sasong/43/serie/41322/match/1569538
2025-05-09,15:15,Mästarcupen P09 Grupp A,Nykvarns IF P09,Lindås IBF,IFU Arena Mirva (E),Erik Andersson,Felix Pettersson,https://stats.innebandy.se/sasong/43/serie/41318/match/1569488
2025-05-09,19:15,Mästarcupen P09 Grupp A,Lindås IBF,Huddinge IBS P-2009,IFU Arena Mirva (E),Erik Andersson,Felix Pettersson,https://stats.innebandy.se/sasong/43/serie/41318/match/1569490
2025-05-09,15:15,Mästarcupen P09 Grupp B,Bergs IK HerrJunior,Pixbo IBF P09,IFU Arena DHinox (D),Pierre Johan Hällström,Gabriel Wall,https://stats.innebandy.se/sasong/43/serie/41319/match/1569498
2025-05-09,19:15,Mästarcupen P09 Grupp B,Pixbo IBF P09,Vaksala SK P09,IFU Arena DHinox (D),Pierre Johan Hällström,Gabriel Wall,https://stats.innebandy.se/sasong/43/serie/41319/match/1569500
2025-05-10,08:00,Mästarcupen F09 Grupp 1,Nynäshamns IBK U16,Pixbo IBF F09,IFU Arena Tell Media Group (B),Tima Shtutman,Jan Tuominen,https://stats.innebandy.se/sasong/43/serie/41322/match/1569541
2025-05-10,14:00,Mästarcupen F09 Grupp 1,Täby FC F09,Pixbo IBF F09,IFU Arena A,Elias Westerlund,Anton Ceder,https://stats.innebandy.se/sasong/43/serie/41322/match/1569544
2025-05-10,17:45,Mästarcupen F09 Grupp 1,Warberg IBF F09/10,Pixbo IBF F09,IFU Arena Tell Media Group (B),Andreas Pettersson,Pierre Johan Hällström,https://stats.innebandy.se/sasong/43/serie/41322/match/1569546
2025-05-10,09:15,Mästarcupen P09 Grupp A,Lindås IBF,Hässelby SK IBK P09,IFU Arena Mirva (E),Christoffer Stenlund,Andreas Pettersson,https://stats.innebandy.se/sasong/43/serie/41318/match/1569492
2025-05-10,15:15,Mästarcupen P09 Grupp A,Munka Ljungby IBK Akademi P08/09,Lindås IBF,IFU Arena Mirva (E),Christoffer Stenlund,Tony Nyberg,https://stats.innebandy.se/sasong/43/serie/41318/match/1569495
